"","Stimulus","X","Subject","Trial","Block","ACC","RT","Sex","RTlog","cTrial","condition","WordGender"
"6823","capital",21376,312,27,2,1,545,"male",6.30078579466324,-1.09842270496792,"none","male"
"6824","capital",15869,302,136,7,1,643,"female",6.46614472423762,0.858563662006112,"female-real","male"
"6825","capital",16802,304,69,7,1,702,"male",6.55393340402581,-0.344354563565085,"female-real","male"
"6826","capital",7542,201,45,4,1,611,"female",6.4150969591716,-0.775250644366707,"female-real","male"
"6827","capital",18098,306,108,4,1,667,"male",6.50279004591562,0.355851567737552,"male-real","male"
"6828","capital",10092,205,101,7,1,1109,"female",7.01121398735037,0.230173544170412,"male-real","male"
"6829","capital",26323,408,127,4,1,625,"female",6.4377516497364,0.696977631705503,"female-real","male"
"6830","capital",24747,406,3,2,1,524,"male",6.26149168432104,-1.52931878576955,"none","male"
"6831","capital",20934,311,74,2,1,672,"male",6.51025834052315,-0.254584546731413,"none","male"
"6832","capital",4167,108,53,4,1,623,"female",6.43454651878745,-0.631618617432833,"male-real","male"
"6833","capital",22107,401,70,7,1,742,"female",6.60934924316738,-0.32640056019835,"male-real","male"
"6834","capital",2506,105,77,2,1,588,"female",6.37672694789863,-0.20072253663121,"none","male"
"6835","capital",20410,310,92,2,1,458,"female",6.12686918411419,0.0685875138698037,"none","male"
"6836","capital",17615,305,159,4,1,686,"female",6.53087762772588,1.271505739441,"male-real","male"
"6837","capital",10050,205,93,2,1,695,"female",6.54391184556479,0.0865415172365379,"none","male"
"6838","capital",24823,406,25,7,1,812,"male",6.69950034016168,-1.13433071170139,"male-real","male"
"6839","capital",25955,408,24,2,1,741,"female",6.60800062529609,-1.15228471506813,"none","male"
"6840","capital",2588,105,99,7,1,770,"female",6.64639051484773,0.194265537436944,"female-real","male"
"6841","capital",2589,105,99,7,1,770,"female",6.64639051484773,0.194265537436944,"female-real","male"
"6842","capital",8419,202,135,4,1,565,"male",6.33682573114644,0.840609658639377,"female-real","male"
"6843","capital",4165,108,53,4,1,623,"female",6.43454651878745,-0.631618617432833,"male-real","male"
"6844","capital",2922,106,36,2,1,672,"female",6.51025834052315,-0.936836674667316,"none","male"
"6845","capital",4166,108,53,4,1,623,"female",6.43454651878745,-0.631618617432833,"male-real","male"
"6846","capital",16803,304,69,7,1,702,"male",6.55393340402581,-0.344354563565085,"female-real","male"
"6847","capital",5254,110,41,7,1,594,"male",6.38687931936265,-0.847066657833644,"female-real","male"
"6848","capital",22872,402,144,7,1,616,"female",6.42324696353352,1.00219568893999,"male-real","male"
"6849","capital",22873,402,144,7,1,616,"female",6.42324696353352,1.00219568893999,"male-real","male"
"6850","capital",14493,213,70,2,1,497,"male",6.20859002609663,-0.32640056019835,"none","male"
"6851","capital",14982,301,55,4,1,643,"female",6.46614472423762,-0.595710610699364,"male-real","male"
"6852","capital",16801,304,69,7,1,702,"male",6.55393340402581,-0.344354563565085,"female-real","male"
"6853","children",26595,409,34,7,1,602,"female",6.40025744530882,-0.972744681400784,"male-real","female"
"6854","children",20882,311,62,4,1,578,"male",6.35957386867238,-0.470032587132225,"male-real","female"
"6855","children",355,101,93,2,1,546,"female",6.30261897574491,0.0865415172365379,"none","female"
"6856","children",20521,310,137,7,1,394,"female",5.97635090929793,0.876517665372846,"female-real","female"
"6857","children",21406,312,36,7,1,428,"male",6.0591231955818,-0.936836674667316,"female-real","female"
"6858","children",20881,311,62,4,1,578,"male",6.35957386867238,-0.470032587132225,"male-real","female"
"6859","children",28698,412,171,7,1,534,"male",6.2803958389602,1.48695377984181,"male-real","female"
"6860","children",26597,409,34,7,1,602,"female",6.40025744530882,-0.972744681400784,"male-real","female"
"6861","children",15576,302,45,2,1,578,"female",6.35957386867238,-0.775250644366707,"none","female"
"6862","children",26596,409,34,7,1,602,"female",6.40025744530882,-0.972744681400784,"male-real","female"
"6863","children",356,101,93,2,1,546,"female",6.30261897574491,0.0865415172365379,"none","female"
"6864","children",11713,208,70,2,1,760,"female",6.63331843328038,-0.32640056019835,"none","female"
"6865","children",21937,401,19,2,1,652,"female",6.48004456192665,-1.2420547319018,"none","female"
"6866","children",20520,310,137,7,1,394,"female",5.97635090929793,0.876517665372846,"female-real","female"
"6867","children",14440,213,56,4,1,757,"male",6.62936325343745,-0.57775660733263,"female-real","female"
"6868","children",23919,404,84,7,1,840,"female",6.73340189183736,-0.0750445130640705,"male-real","female"
"6869","children",16145,303,43,4,1,734,"female",6.59850902861452,-0.811158651100176,"male-real","female"
"6870","children",17031,304,147,7,0,563,"male",6.33327962813969,1.05605769904019,"female-real","female"
"6871","children",17032,304,147,7,0,563,"male",6.33327962813969,1.05605769904019,"female-real","female"
"6872","children",15575,302,45,2,1,578,"female",6.35957386867238,-0.775250644366707,"none","female"
"6873","children",10709,206,129,4,1,591,"female",6.3818160174061,0.732885638438972,"female-real","female"
"6874","children",10708,206,129,4,1,591,"female",6.3818160174061,0.732885638438972,"female-real","female"
"6875","children",12412,209,130,4,1,812,"female",6.69950034016168,0.750839641805706,"female-real","female"
"6876","children",2578,105,96,2,1,683,"female",6.52649485957079,0.140403527336741,"none","female"
"6877","children",25442,407,44,4,1,428,"female",6.0591231955818,-0.793204647733441,"female-real","female"
"6878","children",1184,103,15,7,1,778,"female",6.65672652417839,-1.31387074536874,"female-real","female"
"6879","children",759,102,45,4,1,672,"male",6.51025834052315,-0.775250644366707,"male-real","female"
"6880","children",27687,411,18,7,1,660,"male",6.49223983502047,-1.26000873526853,"male-real","female"
"6881","children",23918,404,84,7,1,840,"female",6.73340189183736,-0.0750445130640705,"male-real","female"
"6882","children",14442,213,56,4,1,757,"male",6.62936325343745,-0.57775660733263,"female-real","female"
"6883","children",14198,212,171,4,1,737,"male",6.60258789218934,1.48695377984181,"female-real","female"
"6884","children",3187,106,108,7,1,629,"female",6.44413125670044,0.355851567737552,"female-real","female"
"6885","children",7958,201,191,4,1,622,"female",6.43294009273918,1.8460338471765,"female-real","female"
"6886","children",6172,111,157,4,1,818,"female",6.70686233660275,1.23559773270753,"male-real","female"
"6887","children",6945,113,38,4,1,707,"male",6.56103066589657,-0.900928667933847,"male-real","female"
"6888","children",6173,111,157,4,1,818,"female",6.70686233660275,1.23559773270753,"male-real","female"
"6889","children",10705,206,127,7,1,691,"female",6.53813982376767,0.696977631705503,"male-real","female"
"6890","children",2712,105,153,7,1,891,"female",6.79234442747081,1.16378171924059,"female-real","female"
"6891","children",22660,402,66,4,1,973,"female",6.880384082186,-0.398216573665287,"female-real","female"
"6892","children",11369,207,164,4,1,655,"female",6.48463523563525,1.36127575627467,"female-real","female"
"6893","children",21936,401,19,2,1,652,"female",6.48004456192665,-1.2420547319018,"none","female"
"6894","children",27686,411,18,7,1,660,"male",6.49223983502047,-1.26000873526853,"male-real","female"
"6895","children",4607,109,27,2,1,597,"female",6.3919171133926,-1.09842270496792,"none","female"
"6896","children",14441,213,56,4,1,757,"male",6.62936325343745,-0.57775660733263,"female-real","female"
"6897","children",23917,404,84,7,1,840,"female",6.73340189183736,-0.0750445130640705,"male-real","female"
"6898","children",12411,209,130,4,1,812,"female",6.69950034016168,0.750839641805706,"female-real","female"
"6899","children",24275,405,30,2,1,532,"female",6.27664348934164,-1.04456069486772,"none","female"
"6900","children",26818,409,90,2,1,628,"female",6.4425401664682,0.0326795071363351,"none","female"
"6901","children",4957,109,119,4,1,824,"female",6.71417052990947,0.553345604771629,"male-real","female"
"6902","children",25655,407,99,2,1,467,"female",6.1463292576689,0.194265537436944,"none","female"
"6903","children",11711,208,70,2,1,760,"female",6.63331843328038,-0.32640056019835,"none","female"
"6904","children",24386,405,59,7,1,721,"female",6.58063913728495,-0.523894597232427,"male-real","female"
"6905","children",4570,109,20,7,1,564,"female",6.33505425149806,-1.22410072853506,"female-real","female"
"6906","children",17426,305,77,2,1,613,"female",6.41836493593621,-0.20072253663121,"none","female"
"6907","children",4123,108,43,4,1,942,"female",6.84800527457636,-0.811158651100176,"male-real","female"
"6908","children",12939,210,115,4,1,582,"male",6.36647044773144,0.481529591304692,"female-real","female"
"6909","children",4606,109,27,2,1,597,"female",6.3919171133926,-1.09842270496792,"none","female"
"6910","children",16632,304,20,2,1,1044,"male",6.95081476844258,-1.22410072853506,"none","female"
"6911","children",8484,202,157,7,0,581,"male",6.36475075685191,1.23559773270753,"male-real","female"
"6912","children",2577,105,96,2,1,683,"female",6.52649485957079,0.140403527336741,"none","female"
"6913","children",16575,304,3,4,1,654,"male",6.4831073514572,-1.52931878576955,"male-real","female"
"6914","children",24274,405,30,2,1,532,"female",6.27664348934164,-1.04456069486772,"none","female"
"6915","children",12679,210,33,2,1,648,"male",6.47389069635227,-0.990698684767518,"none","female"
"6916","children",1971,104,85,2,1,462,"female",6.13556489108174,-0.0570905096973362,"none","female"
"6917","children",20342,310,75,4,1,654,"female",6.4831073514572,-0.236630543364679,"male-real","female"
"6918","children",26817,409,90,2,1,628,"female",6.4425401664682,0.0326795071363351,"none","female"
"6919","children",17955,306,66,2,1,901,"male",6.80350525760834,-0.398216573665287,"none","female"
"6920","children",1411,103,81,2,1,480,"female",6.17378610390194,-0.128906523164273,"none","female"
"6921","children",20800,311,42,2,1,598,"male",6.39359075395063,-0.82911265446691,"none","female"
"6922","children",24077,404,164,4,1,576,"female",6.35610766069589,1.36127575627467,"female-real","female"
"6923","children",2423,105,54,4,1,766,"female",6.64118216974059,-0.613664614066099,"male-real","female"
"6924","children",14073,212,112,7,1,668,"male",6.50428817353665,0.427667581204489,"male-real","female"
"6925","children",2424,105,54,4,1,766,"female",6.64118216974059,-0.613664614066099,"male-real","female"
"6926","children",20705,311,16,7,1,596,"male",6.39024066706535,-1.295916742002,"female-real","female"
"6927","children",25804,407,166,7,0,568,"female",6.34212141872115,1.39718376300814,"male-real","female"
"6928","children",25441,407,44,4,1,428,"female",6.0591231955818,-0.793204647733441,"female-real","female"
"6929","children",11103,207,68,7,0,665,"female",6.49978704065585,-0.362308566931819,"male-real","female"
"6930","children",14311,213,20,2,1,555,"male",6.31896811374643,-1.22410072853506,"none","female"
"6931","children",1919,104,66,7,1,642,"female",6.46458830368996,-0.398216573665287,"female-real","female"
"6932","children",28146,411,178,4,1,710,"male",6.56526497003536,1.61263180340895,"female-real","female"
"6933","children",11370,207,164,4,1,655,"female",6.48463523563525,1.36127575627467,"female-real","female"
"6934","children",5130,110,3,7,1,798,"male",6.68210859744981,-1.52931878576955,"female-real","female"
"6935","children",15543,302,36,7,0,709,"female",6.56385552653213,-0.936836674667316,"female-real","female"
"6936","children",2808,106,3,4,1,654,"female",6.4831073514572,-1.52931878576955,"male-real","female"
"6937","children",4958,109,119,4,1,824,"female",6.71417052990947,0.553345604771629,"male-real","female"
"6938","children",6614,112,108,7,1,478,"male",6.16961073249146,0.355851567737552,"female-real","female"
"6939","children",760,102,45,4,1,672,"male",6.51025834052315,-0.775250644366707,"male-real","female"
"6940","children",12678,210,33,2,1,648,"male",6.47389069635227,-0.990698684767518,"none","female"
"6941","children",8713,203,44,2,1,486,"female",6.18620862390049,-0.793204647733441,"none","female"
"6942","children",25241,406,175,4,1,1128,"male",7.028201432058,1.55876979330875,"female-real","female"
"6943","children",26180,408,76,7,1,683,"female",6.52649485957079,-0.218676539997945,"male-real","female"
"6944","children",25803,407,166,7,0,568,"female",6.34212141872115,1.39718376300814,"male-real","female"
"6945","children",25084,406,94,7,1,1035,"male",6.94215670569947,0.104495520603272,"male-real","female"
"6946","children",22197,401,97,7,1,803,"female",6.68835471394676,0.158357530703475,"male-real","female"
"6947","children",12461,209,155,7,1,1051,"female",6.95749737087695,1.19968972597406,"male-real","female"
"6948","children",15542,302,36,7,0,709,"female",6.56385552653213,-0.936836674667316,"female-real","female"
"6949","children",11104,207,68,7,0,665,"female",6.49978704065585,-0.362308566931819,"male-real","female"
"6950","children",14387,213,45,7,1,605,"male",6.40522845803084,-0.775250644366707,"male-real","female"
"6951","children",28194,412,2,4,1,694,"male",6.5424719605068,-1.54727278913628,"female-real","female"
"6952","children",11712,208,70,2,1,760,"female",6.63331843328038,-0.32640056019835,"none","female"
"6953","children",8038,202,26,4,1,527,"male",6.26720054854136,-1.11637670833466,"female-real","female"
"6954","children",8714,203,44,2,1,486,"female",6.18620862390049,-0.793204647733441,"none","female"
"6955","children",8483,202,157,7,0,581,"male",6.36475075685191,1.23559773270753,"male-real","female"
"6956","children",9661,204,183,4,1,546,"female",6.30261897574491,1.70240182024262,"female-real","female"
"6957","children",26179,408,76,7,1,683,"female",6.52649485957079,-0.218676539997945,"male-real","female"
"6958","children",26074,408,46,4,1,558,"female",6.32435896238131,-0.757296640999973,"female-real","female"
"6959","children",7957,201,191,4,1,622,"female",6.43294009273918,1.8460338471765,"female-real","female"
"6960","children",18414,307,26,2,1,486,"male",6.18620862390049,-1.11637670833466,"none","female"
"6961","children",5129,110,3,7,1,798,"male",6.68210859744981,-1.52931878576955,"female-real","female"
"6962","children",21405,312,36,7,1,428,"male",6.0591231955818,-0.936836674667316,"female-real","female"
"6963","children",20798,311,42,2,1,598,"male",6.39359075395063,-0.82911265446691,"none","female"
"6964","children",26072,408,46,4,1,558,"female",6.32435896238131,-0.757296640999973,"female-real","female"
"6965","children",17628,305,163,7,1,683,"female",6.52649485957079,1.34332175290794,"female-real","female"
"6966","children",20704,311,16,7,1,596,"male",6.39024066706535,-1.295916742002,"female-real","female"
"6967","children",6142,111,144,7,1,644,"female",6.46769872610435,1.00219568893999,"female-real","female"
"6968","children",2809,106,3,4,1,654,"female",6.4831073514572,-1.52931878576955,"male-real","female"
"6969","children",1409,103,81,2,1,480,"female",6.17378610390194,-0.128906523164273,"none","female"
"6970","children",9533,204,125,7,1,719,"female",6.57786135772105,0.661069624972035,"male-real","female"
"6971","children",27030,409,194,4,1,769,"female",6.64509096950564,1.8998958572767,"female-real","female"
"6972","children",2830,106,8,2,1,521,"female",6.25575004175337,-1.43954876893588,"none","female"
"6973","children",20343,310,77,2,1,434,"female",6.07304453410041,-0.20072253663121,"none","female"
"6974","children",20799,311,42,2,1,598,"male",6.39359075395063,-0.82911265446691,"none","female"
"6975","children",8567,203,1,7,1,912,"female",6.81563999007433,-1.56522679250302,"male-real","female"
"6976","children",9532,204,125,7,1,719,"female",6.57786135772105,0.661069624972035,"male-real","female"
"6977","children",6615,112,108,7,1,478,"male",6.16961073249146,0.355851567737552,"female-real","female"
"6978","children",9662,204,183,4,1,546,"female",6.30261897574491,1.70240182024262,"female-real","female"
"6979","children",23138,403,42,7,1,599,"female",6.39526159811545,-0.82911265446691,"male-real","female"
"6980","children",17427,305,77,2,1,613,"female",6.41836493593621,-0.20072253663121,"none","female"
"6981","children",12940,210,115,4,1,582,"male",6.36647044773144,0.481529591304692,"female-real","female"
"6982","children",22659,402,66,4,1,973,"female",6.880384082186,-0.398216573665287,"female-real","female"
"6983","children",3435,107,18,7,1,572,"female",6.3491389913798,-1.26000873526853,"female-real","female"
"6984","children",19265,308,107,7,1,797,"female",6.68085467879022,0.337897564370818,"female-real","female"
"6985","children",13366,211,72,2,1,785,"male",6.66568371778241,-0.290492553464882,"none","female"
"6986","children",892,102,85,2,0,547,"male",6.30444880242198,-0.0570905096973362,"none","female"
"6987","children",21328,312,19,2,1,578,"male",6.35957386867238,-1.2420547319018,"none","female"
"6988","children",19264,308,107,7,1,797,"female",6.68085467879022,0.337897564370818,"female-real","female"
"6989","children",28145,411,178,4,1,710,"male",6.56526497003536,1.61263180340895,"female-real","female"
"6990","children",16633,304,20,2,1,1044,"male",6.95081476844258,-1.22410072853506,"none","female"
"6991","children",76,101,23,4,1,664,"female",6.49828214947643,-1.17023871843486,"male-real","female"
"6992","children",9173,204,12,2,1,396,"female",5.98141421125448,-1.36773275546894,"none","female"
"6993","children",25085,406,94,7,1,1035,"male",6.94215670569947,0.104495520603272,"male-real","female"
"6994","children",18864,307,195,7,1,549,"male",6.30809844150953,1.91784986064343,"female-real","female"
"6995","children",9917,205,62,4,1,783,"female",6.6631326959908,-0.470032587132225,"female-real","female"
"6996","children",23701,404,34,2,1,434,"female",6.07304453410041,-0.972744681400784,"none","female"
"6997","children",8029,202,23,2,1,586,"male",6.37331978957701,-1.17023871843486,"none","female"
"6998","children",27123,410,18,7,1,752,"male",6.62273632394984,-1.26000873526853,"male-real","female"
"6999","children",1918,104,66,7,1,642,"female",6.46458830368996,-0.398216573665287,"female-real","female"
"7000","children",3486,107,34,2,1,623,"female",6.43454651878745,-0.972744681400784,"none","female"
"7001","children",21814,312,168,4,1,541,"male",6.29341927884648,1.43309176974161,"male-real","female"
"7002","children",15101,301,82,4,1,738,"female",6.60394382460047,-0.110952519797539,"male-real","female"
"7003","children",2831,106,8,2,1,521,"female",6.25575004175337,-1.43954876893588,"none","female"
"7004","children",19013,308,33,4,1,537,"female",6.28599809450886,-0.990698684767518,"male-real","female"
"7005","children",3434,107,18,7,1,572,"female",6.3491389913798,-1.26000873526853,"female-real","female"
"7006","children",9174,204,12,2,1,396,"female",5.98141421125448,-1.36773275546894,"none","female"
"7007","children",19012,308,33,4,1,537,"female",6.28599809450886,-0.990698684767518,"male-real","female"
"7008","children",27029,409,194,4,1,769,"female",6.64509096950564,1.8998958572767,"female-real","female"
"7009","children",15100,301,82,4,1,738,"female",6.60394382460047,-0.110952519797539,"male-real","female"
"7010","children",13494,211,104,7,1,624,"male",6.43615036836943,0.284035554270615,"male-real","female"
"7011","children",13493,211,104,7,1,624,"male",6.43615036836943,0.284035554270615,"male-real","female"
"7012","children",3436,107,18,7,1,572,"female",6.3491389913798,-1.26000873526853,"female-real","female"
"7013","children",24665,405,168,4,1,502,"female",6.21860011969173,1.43309176974161,"female-real","female"
"7014","children",21329,312,19,2,1,578,"male",6.35957386867238,-1.2420547319018,"none","female"
"7015","children",27278,410,55,2,0,716,"male",6.57368016696065,-0.595710610699364,"none","female"
"7016","children",3485,107,34,2,1,623,"female",6.43454651878745,-0.972744681400784,"none","female"
"7017","children",6995,113,50,2,1,530,"male",6.27287700654617,-0.685480627533036,"none","female"
"7018","children",77,101,23,4,1,664,"female",6.49828214947643,-1.17023871843486,"male-real","female"
"7019","children",19716,309,65,7,1,527,"female",6.26720054854136,-0.416170577032022,"female-real","female"
"7020","children",7973,201,199,7,1,571,"female",6.34738920965601,1.98966587411037,"male-real","female"
"7021","children",13331,211,63,4,1,752,"male",6.62273632394984,-0.45207858376549,"female-real","female"
"7022","children",28435,412,70,2,1,539,"male",6.289715570909,-0.32640056019835,"none","female"
"7023","children",19236,308,97,2,1,543,"female",6.29710931993394,0.158357530703475,"none","female"
"7024","children",4526,108,194,7,1,564,"female",6.33505425149806,1.8998958572767,"female-real","female"
"7025","children",23170,403,50,4,1,536,"female",6.2841341610708,-0.685480627533036,"female-real","female"
"7026","children",4525,108,194,7,1,564,"female",6.33505425149806,1.8998958572767,"female-real","female"
"7027","children",27852,411,72,2,1,657,"male",6.48768401848461,-0.290492553464882,"none","female"
"7028","children",7455,201,18,2,1,541,"female",6.29341927884648,-1.26000873526853,"none","female"
"7029","children",27276,410,55,2,0,716,"male",6.57368016696065,-0.595710610699364,"none","female"
"7030","children",18413,307,26,2,1,486,"male",6.18620862390049,-1.11637670833466,"none","female"
"7031","children",22242,401,118,4,1,1368,"female",7.2211050981825,0.535391601404895,"female-real","female"
"7032","children",21935,401,19,2,1,652,"female",6.48004456192665,-1.2420547319018,"none","female"
"7033","children",6994,113,50,2,1,530,"male",6.27287700654617,-0.685480627533036,"none","female"
"7034","children",2028,104,100,4,1,798,"female",6.68210859744981,0.212219540803678,"male-real","female"
"7035","children",23077,403,21,2,1,526,"female",6.26530121273771,-1.20614672516833,"none","female"
"7036","children",5586,110,154,4,1,1025,"male",6.93244789157251,1.18173572260733,"male-real","female"
"7037","children",4260,108,84,2,1,720,"female",6.5792512120101,-0.0750445130640705,"none","female"
"7038","children",17890,306,54,4,1,687,"male",6.53233429222235,-0.613664614066099,"male-real","female"
"7039","children",19922,309,141,4,1,440,"female",6.08677472691231,0.948333678839783,"male-real","female"
"7040","children",14985,301,56,7,1,689,"female",6.53524127101366,-0.57775660733263,"female-real","female"
"7041","children",19237,308,97,2,1,543,"female",6.29710931993394,0.158357530703475,"none","female"
"7042","children",27051,410,2,4,1,1097,"male",7.00033446027523,-1.54727278913628,"female-real","female"
"7043","children",23169,403,50,4,1,536,"female",6.2841341610708,-0.685480627533036,"female-real","female"
"7044","children",27851,411,72,2,1,657,"male",6.48768401848461,-0.290492553464882,"none","female"
"7045","children",23700,404,34,2,1,434,"female",6.07304453410041,-0.972744681400784,"none","female"
"7046","children",4261,108,84,2,1,720,"female",6.5792512120101,-0.0750445130640705,"none","female"
"7047","children",22603,402,44,2,1,488,"female",6.19031540585315,-0.793204647733441,"none","female"
"7048","children",17605,305,155,4,1,680,"female",6.52209279817015,1.19968972597406,"male-real","female"
"7049","children",15793,302,100,4,1,594,"female",6.38687931936265,0.212219540803678,"male-real","female"
"7050","children",27052,410,2,4,1,1097,"male",7.00033446027523,-1.54727278913628,"female-real","female"
"7051","children",24664,405,168,4,1,502,"female",6.21860011969173,1.43309176974161,"female-real","female"
"7052","children",761,102,45,4,1,672,"male",6.51025834052315,-0.775250644366707,"male-real","female"
"7053","children",2711,105,153,7,1,891,"female",6.79234442747081,1.16378171924059,"female-real","female"
"7054","children",399,101,105,7,1,654,"female",6.4831073514572,0.301989557637349,"female-real","female"
"7055","children",7456,201,18,2,1,541,"female",6.29341927884648,-1.26000873526853,"none","female"
"7056","children",15792,302,100,4,1,594,"female",6.38687931936265,0.212219540803678,"male-real","female"
"7057","children",11195,207,88,2,1,407,"female",6.00881318544259,-0.00322849959713342,"none","female"
"7058","children",6993,113,50,2,1,530,"male",6.27287700654617,-0.685480627533036,"none","female"
"7059","children",22661,402,66,4,1,973,"female",6.880384082186,-0.398216573665287,"female-real","female"
"7060","children",15794,302,100,4,1,594,"female",6.38687931936265,0.212219540803678,"male-real","female"
"7061","children",10082,205,99,2,1,609,"female",6.4118182677099,0.194265537436944,"none","female"
"7062","children",3405,107,10,4,1,658,"female",6.48920493132532,-1.40364076220241,"male-real","female"
"7063","children",12873,210,92,7,1,636,"male",6.45519856334012,0.0685875138698037,"male-real","female"
"7064","children",27124,410,18,7,1,752,"male",6.62273632394984,-1.26000873526853,"male-real","female"
"7065","children",28436,412,70,2,1,539,"male",6.289715570909,-0.32640056019835,"none","female"
"7066","children",8643,203,23,4,1,626,"female",6.4393503711001,-1.17023871843486,"female-real","female"
"7067","children",8028,202,23,2,1,586,"male",6.37331978957701,-1.17023871843486,"none","female"
"7068","children",25913,408,15,2,1,623,"female",6.43454651878745,-1.31387074536874,"none","female"
"7069","children",891,102,85,2,0,547,"male",6.30444880242198,-0.0570905096973362,"none","female"
"7070","children",27277,410,55,2,0,716,"male",6.57368016696065,-0.595710610699364,"none","female"
"7071","children",8642,203,23,4,1,626,"female",6.4393503711001,-1.17023871843486,"female-real","female"
"7072","children",24384,405,59,7,1,721,"female",6.58063913728495,-0.523894597232427,"male-real","female"
"7073","children",6031,111,100,2,1,606,"female",6.40687998606931,0.212219540803678,"none","female"
"7074","children",6030,111,100,2,1,606,"female",6.40687998606931,0.212219540803678,"none","female"
"7075","children",8715,203,44,2,1,486,"female",6.18620862390049,-0.793204647733441,"none","female"
"7076","children",10564,206,81,2,1,681,"female",6.52356230614951,-0.128906523164273,"none","female"
"7077","children",11194,207,88,2,1,407,"female",6.00881318544259,-0.00322849959713342,"none","female"
"7078","children",24385,405,59,7,1,721,"female",6.58063913728495,-0.523894597232427,"male-real","female"
"7079","children",13365,211,72,2,1,785,"male",6.66568371778241,-0.290492553464882,"none","female"
"7080","children",13364,211,72,2,1,785,"male",6.66568371778241,-0.290492553464882,"none","female"
"7081","children",23078,403,21,2,1,526,"female",6.26530121273771,-1.20614672516833,"none","female"
"7082","children",1410,103,81,2,1,480,"female",6.17378610390194,-0.128906523164273,"none","female"
"7083","children",18219,306,164,7,1,683,"male",6.52649485957079,1.36127575627467,"female-real","female"
"7084","children",5165,110,15,2,1,559,"male",6.3261494731551,-1.31387074536874,"none","female"
"7085","children",21815,312,168,4,1,541,"male",6.29341927884648,1.43309176974161,"male-real","female"
"7086","children",14984,301,56,7,1,689,"female",6.53524127101366,-0.57775660733263,"female-real","female"
"7087","children",22834,402,124,7,1,771,"female",6.64768837356333,0.6431156216053,"male-real","female"
"7088","children",18509,307,49,4,1,841,"male",6.73459165997295,-0.70343463089977,"male-real","female"
"7089","children",19676,309,57,2,1,523,"female",6.25958146406492,-0.559802603965896,"none","female"
"7090","children",893,102,85,2,0,547,"male",6.30444880242198,-0.0570905096973362,"none","female"
"7091","children",17606,305,155,4,1,680,"female",6.52209279817015,1.19968972597406,"male-real","female"
"7092","children",12351,209,100,2,1,682,"female",6.52502965784346,0.212219540803678,"none","female"
"7093","children",10083,205,99,2,1,609,"female",6.4118182677099,0.194265537436944,"none","female"
"7094","children",25020,406,81,2,1,873,"male",6.7719355558396,-0.128906523164273,"none","female"
"7095","children",6029,111,100,2,1,606,"female",6.40687998606931,0.212219540803678,"none","female"
"7096","children",7290,113,156,7,1,493,"male",6.20050917404269,1.2176437293408,"female-real","female"
"7097","children",9843,205,41,7,1,709,"female",6.56385552653213,-0.847066657833644,"male-real","female"
"7098","children",28434,412,70,2,1,539,"male",6.289715570909,-0.32640056019835,"none","female"
"7099","children",13330,211,63,4,1,752,"male",6.62273632394984,-0.45207858376549,"female-real","female"
"7100","children",13848,212,44,2,1,562,"male",6.33150184989369,-0.793204647733441,"none","female"
"7101","children",7289,113,156,7,1,493,"male",6.20050917404269,1.2176437293408,"female-real","female"
"7102","children",19675,309,57,2,1,523,"female",6.25958146406492,-0.559802603965896,"none","female"
"7103","children",26073,408,46,4,1,558,"female",6.32435896238131,-0.757296640999973,"female-real","female"
"7104","children",1664,103,193,4,1,860,"female",6.75693238924755,1.88194185390997,"male-real","female"
"7105","children",14981,301,53,2,1,651,"female",6.47850964220857,-0.631618617432833,"none","female"
"7106","children",13849,212,44,2,1,562,"male",6.33150184989369,-0.793204647733441,"none","female"
"7107","church",3430,107,17,2,1,574,"female",6.35262939631957,-1.27796273863527,"none","male"
"7108","church",27240,410,46,4,1,609,"male",6.4118182677099,-0.757296640999973,"female-real","male"
"7109","church",5009,109,141,4,1,755,"female",6.62671774924902,0.948333678839783,"male-real","male"
"7110","church",21895,401,9,4,1,840,"female",6.73340189183736,-1.42159476556914,"female-real","male"
"7111","church",2413,105,52,7,1,622,"female",6.43294009273918,-0.649572620799567,"female-real","male"
"7112","church",744,102,43,4,1,738,"male",6.60394382460047,-0.811158651100176,"male-real","male"
"7113","church",25053,406,89,2,1,842,"male",6.73578001424233,0.0147255037696009,"none","male"
"7114","church",9169,204,11,7,1,587,"female",6.3750248198281,-1.38568675883567,"male-real","male"
"7115","church",16534,303,188,7,1,627,"female",6.44094654063292,1.79217183707629,"female-real","male"
"7116","church",12664,210,29,7,1,889,"male",6.7900972355139,-1.06251469823446,"male-real","male"
"7117","church",21530,312,72,7,1,507,"male",6.22851100359118,-0.290492553464882,"female-real","male"
"7118","church",14632,213,110,7,1,1022,"male",6.92951677076365,0.391759574471021,"male-real","male"
"7119","church",21894,401,9,4,1,840,"female",6.73340189183736,-1.42159476556914,"female-real","male"
"7120","church",1930,104,70,2,1,850,"female",6.74523634948436,-0.32640056019835,"none","male"
"7121","church",24628,405,149,7,1,556,"female",6.32076829425058,1.09196570577366,"male-real","male"
"7122","church",20827,311,48,2,1,498,"male",6.21060007702465,-0.721388634266504,"none","male"
"7123","church",12014,209,7,7,1,877,"female",6.77650699237218,-1.45750277230261,"male-real","male"
"7124","church",25131,406,111,7,1,714,"male",6.57088296233958,0.409713577837755,"male-real","male"
