"","X","Subject","Trial","Stimulus","Block","RT","ACC","condition","yearofbirth","cTrial","older","RTlog","WordAge"
"4364",4364,401,97,"frighten",7,1067,1,"oldreal",1992,0.77871983194928,"no",6.97354301952014,"oldword"
"4365",4365,401,98,"reckon",4,752,1,"youngreal",1992,0.802138436298235,"no",6.62406522779989,"youngword"
"4366",4366,401,102,"nicest",7,1504,1,"oldreal",1992,0.895812853694054,"no",7.31654817718298,"youngword"
"4367",4367,401,105,"physics",7,1047,1,"oldreal",1992,0.966068666740917,"no",6.95463886488099,"youngword"
"4368",4368,401,106,"guide",7,899,1,"oldreal",1992,0.989487271089872,"no",6.80239476332431,"youngword"
"4369",4369,401,110,"dental",4,1032,1,"youngreal",1992,1.08316168848569,"no",6.94022246911964,"oldword"
"4370",4370,401,111,"expensive",7,963,1,"oldreal",1992,1.10658029283465,"no",6.87109129461055,"youngword"
"4371",4371,401,112,"video",4,1190,1,"youngreal",1992,1.1299988971836,"no",7.0825485693553,"youngword"
"4372",4372,401,113,"willow",4,981,1,"youngreal",1992,1.15341750153255,"no",6.88959130835447,"oldword"
"4373",4373,401,116,"chemistry",4,676,1,"youngreal",1992,1.22367331457942,"no",6.51767127291227,"youngword"
"4374",4374,401,117,"electricity",4,929,1,"youngreal",1992,1.24709191892837,"no",6.8351845861473,"oldword"
"4375",4375,401,123,"beg",7,1254,1,"oldreal",1992,1.3876035450221,"no",7.13489085156588,"oldword"
"4376",4376,401,124,"intellectual",7,842,1,"oldreal",1992,1.41102214937106,"no",6.73696695800186,"youngword"
"4377",4377,401,127,"delivered",4,699,1,"youngreal",1992,1.48127796241792,"no",6.5510803350434,"oldword"
"4378",4378,401,129,"whistle",4,870,1,"youngreal",1992,1.52811517111583,"no",6.7696419768525,"oldword"
"4379",4379,401,130,"dental",7,700,0,"oldreal",1992,1.55153377546478,"no",6.55250788703459,"oldword"
"4380",4380,401,130,"frighten",4,826,0,"youngreal",1992,1.55153377546478,"no",6.71780469502369,"oldword"
"4381",4381,401,131,"recite",4,917,1,"youngreal",1992,1.57495237981374,"no",6.82219739062049,"oldword"
"4382",4382,401,131,"recite",4,917,1,"youngreal",1992,1.57495237981374,"no",6.82219739062049,"oldword"
"4383",4383,401,135,"silent",7,887,1,"oldreal",1992,1.66862679720956,"no",6.78897174299217,"oldword"
"4384",4384,401,136,"impressive",4,940,1,"youngreal",1992,1.69204540155851,"no",6.84694313958538,"youngword"
"4385",4385,401,137,"willow",7,1399,1,"oldreal",1992,1.71546400590746,"no",7.24422751560335,"oldword"
"4386",4386,401,140,"delivered",7,1374,1,"oldreal",1992,1.78571981895433,"no",7.22620901010067,"oldword"
"4387",4387,401,141,"permission",4,804,1,"youngreal",1992,1.80913842330328,"no",6.69084227741856,"oldword"
"4388",4388,401,147,"libraries",7,1067,1,"oldreal",1992,1.94965004939701,"no",6.97354301952014,"oldword"
"4389",4389,401,147,"spirits",4,855,1,"youngreal",1992,1.94965004939701,"no",6.75227037614174,"youngword"
"4390",4390,401,149,"dye",7,729,1,"oldreal",1992,1.99648725809492,"no",6.59304453414244,"youngword"
"4391",4391,401,152,"beg",4,671,1,"youngreal",1992,2.06674307114178,"no",6.51025834052315,"oldword"
"4392",4392,401,155,"fried",4,867,1,"youngreal",1992,2.13699888418865,"no",6.76619171466035,"oldword"
"4393",4393,402,2,"mittens",2,995,0,"iso",1989,-1.44604758120141,"yes",6.9037472575846,"oldword"
"4394",4394,402,4,"reckon",7,1109,1,"oldreal",1989,-1.3992103725035,"yes",7.01211529430638,"youngword"
"4395",4395,402,4,"permission",2,829,0,"iso",1989,-1.3992103725035,"yes",6.72142570079064,"oldword"
"4396",4396,402,6,"silent",7,963,1,"oldreal",1989,-1.35237316380559,"yes",6.87109129461055,"oldword"
"4397",4397,402,8,"stress",2,797,1,"iso",1989,-1.30553595510768,"yes",6.68210859744981,"youngword"
"4398",4398,402,8,"delivered",7,673,1,"oldreal",1989,-1.30553595510768,"yes",6.51323011091231,"oldword"
"4399",4399,402,9,"reckon",2,685,1,"iso",1989,-1.28211735075873,"yes",6.53087762772588,"youngword"
"4400",4400,402,9,"reckon",2,685,1,"iso",1989,-1.28211735075873,"yes",6.53087762772588,"youngword"
"4401",4401,402,10,"survival",2,715,1,"iso",1989,-1.25869874640977,"yes",6.57368016696065,"youngword"
"4402",4402,402,11,"guide",2,714,1,"iso",1989,-1.23528014206082,"yes",6.57228254269401,"youngword"
"4403",4403,402,12,"depressing",7,882,1,"oldreal",1989,-1.21186153771186,"yes",6.78332520060396,"youngword"
"4404",4404,402,12,"whistle",2,668,1,"iso",1989,-1.21186153771186,"yes",6.50578406012823,"oldword"
"4405",4405,402,13,"lifting",2,656,1,"iso",1989,-1.18844293336291,"yes",6.48768401848461,"youngword"
"4406",4406,402,13,"lifting",2,656,1,"iso",1989,-1.18844293336291,"yes",6.48768401848461,"youngword"
"4407",4407,402,13,"video",4,816,1,"youngreal",1989,-1.18844293336291,"yes",6.70563909486,"youngword"
"4408",4408,402,13,"video",4,816,1,"youngreal",1989,-1.18844293336291,"yes",6.70563909486,"youngword"
"4409",4409,402,13,"frighten",7,793,1,"oldreal",1989,-1.18844293336291,"yes",6.67708346124714,"oldword"
"4410",4410,402,13,"frighten",7,793,1,"oldreal",1989,-1.18844293336291,"yes",6.67708346124714,"oldword"
"4411",4411,402,14,"confectionery",4,710,1,"youngreal",1989,-1.16502432901395,"yes",6.56667242980324,"oldword"
"4412",4412,402,14,"confectionery",4,710,1,"youngreal",1989,-1.16502432901395,"yes",6.56667242980324,"oldword"
"4413",4413,402,14,"confectionery",4,710,1,"youngreal",1989,-1.16502432901395,"yes",6.56667242980324,"oldword"
"4414",4414,402,15,"seventh",2,711,1,"iso",1989,-1.141605724665,"yes",6.56807791141198,"youngword"
"4415",4415,402,16,"permission",4,625,1,"youngreal",1989,-1.11818712031604,"yes",6.4393503711001,"oldword"
"4416",4416,402,17,"expensive",2,689,1,"iso",1989,-1.09476851596709,"yes",6.5366915975913,"youngword"
"4417",4417,402,18,"nicest",2,676,1,"iso",1989,-1.07134991161813,"yes",6.51767127291227,"youngword"
"4418",4418,402,19,"idle",2,784,1,"iso",1989,-1.04793130726918,"yes",6.66568371778241,"oldword"
"4419",4419,402,20,"physics",4,796,1,"youngreal",1989,-1.02451270292023,"yes",6.68085467879022,"youngword"
"4420",4420,402,21,"dye",2,640,1,"iso",1989,-1.00109409857127,"yes",6.46302945692067,"youngword"
"4421",4421,402,21,"electricity",7,904,0,"oldreal",1989,-1.00109409857127,"yes",6.80793494369993,"oldword"
"4422",4422,402,21,"whistle",4,755,1,"youngreal",1989,-1.00109409857127,"yes",6.62804137617953,"oldword"
"4423",4423,402,22,"dental",2,636,1,"iso",1989,-0.977675494222316,"yes",6.45676965557216,"oldword"
"4424",4424,402,22,"dental",2,636,1,"iso",1989,-0.977675494222316,"yes",6.45676965557216,"oldword"
"4425",4425,402,22,"dental",2,636,1,"iso",1989,-0.977675494222316,"yes",6.45676965557216,"oldword"
"4426",4426,402,26,"reckon",4,761,1,"youngreal",1989,-0.884001076826497,"yes",6.63594655568665,"youngword"
"4427",4427,402,26,"fridge",7,830,1,"oldreal",1989,-0.884001076826497,"yes",6.72262979485545,"youngword"
"4428",4428,402,27,"miners",2,704,1,"iso",1989,-0.860582472477543,"yes",6.55819780281227,"oldword"
"4429",4429,402,27,"miners",2,704,1,"iso",1989,-0.860582472477543,"yes",6.55819780281227,"oldword"
"4430",4430,402,27,"bitten",4,715,1,"youngreal",1989,-0.860582472477543,"yes",6.57368016696065,"youngword"
"4431",4431,402,27,"bitten",4,715,1,"youngreal",1989,-0.860582472477543,"yes",6.57368016696065,"youngword"
"4432",4432,402,29,"delivered",4,834,1,"youngreal",1989,-0.813745263779634,"yes",6.72743172485086,"oldword"
"4433",4433,402,30,"spirits",2,807,1,"iso",1989,-0.790326659430679,"yes",6.69456205852109,"youngword"
"4434",4434,402,31,"bitten",7,1053,1,"oldreal",1989,-0.766908055081724,"yes",6.96034772910131,"youngword"
"4435",4435,402,32,"nicest",7,666,1,"oldreal",1989,-0.74348945073277,"yes",6.50279004591562,"youngword"
"4436",4436,402,32,"respected",2,671,1,"iso",1989,-0.74348945073277,"yes",6.51025834052315,"oldword"
"4437",4437,402,32,"dye",4,713,1,"youngreal",1989,-0.74348945073277,"yes",6.57088296233958,"youngword"
"4438",4438,402,33,"video",7,805,1,"oldreal",1989,-0.720070846383815,"yes",6.69208374250663,"youngword"
"4439",4439,402,33,"video",7,805,1,"oldreal",1989,-0.720070846383815,"yes",6.69208374250663,"youngword"
"4440",4440,402,33,"video",7,805,1,"oldreal",1989,-0.720070846383815,"yes",6.69208374250663,"youngword"
"4441",4441,402,33,"recite",2,1036,1,"iso",1989,-0.720070846383815,"yes",6.94408720822953,"oldword"
"4442",4442,402,33,"recite",2,1036,1,"iso",1989,-0.720070846383815,"yes",6.94408720822953,"oldword"
"4443",4443,402,33,"recite",2,1036,1,"iso",1989,-0.720070846383815,"yes",6.94408720822953,"oldword"
"4444",4444,402,34,"expensive",4,707,1,"youngreal",1989,-0.69665224203486,"yes",6.56244409369372,"youngword"
"4445",4445,402,34,"expensive",4,707,1,"youngreal",1989,-0.69665224203486,"yes",6.56244409369372,"youngword"
"4446",4446,402,35,"chemistry",2,716,1,"iso",1989,-0.673233637685906,"yes",6.57507584059962,"youngword"
"4447",4447,402,36,"libraries",7,794,1,"oldreal",1989,-0.649815033336951,"yes",6.67834211465433,"oldword"
"4448",4448,402,38,"fried",4,647,1,"youngreal",1989,-0.602977824639042,"yes",6.47389069635227,"oldword"
"4449",4449,402,39,"fried",2,680,1,"iso",1989,-0.579559220290087,"yes",6.52356230614951,"oldword"
"4450",4450,402,40,"fireworks",2,644,1,"iso",1989,-0.556140615941133,"yes",6.46925031679577,"oldword"
"4451",4451,402,42,"electricity",4,677,1,"youngreal",1989,-0.509303407243224,"yes",6.5191472879404,"oldword"
"4452",4452,402,43,"beg",7,860,0,"oldreal",1989,-0.485884802894269,"yes",6.75809450442773,"oldword"
"4453",4453,402,44,"whistle",7,922,1,"oldreal",1989,-0.462466198545314,"yes",6.82762923450285,"oldword"
"4454",4454,402,45,"lifestyle",2,715,1,"iso",1989,-0.43904759419636,"yes",6.57368016696065,"youngword"
"4455",4455,402,46,"idle",4,706,1,"youngreal",1989,-0.415628989847405,"yes",6.56103066589657,"oldword"
"4456",4456,402,48,"lifting",4,573,1,"youngreal",1989,-0.368791781149496,"yes",6.35262939631957,"youngword"
"4457",4457,402,48,"environment",2,805,1,"iso",1989,-0.368791781149496,"yes",6.69208374250663,"youngword"
"4458",4458,402,49,"idle",7,1156,1,"oldreal",1989,-0.345373176800541,"yes",7.05358572719368,"oldword"
"4459",4459,402,49,"idle",7,1156,1,"oldreal",1989,-0.345373176800541,"yes",7.05358572719368,"oldword"
"4460",4460,402,50,"willow",7,605,1,"oldreal",1989,-0.321954572451587,"yes",6.40687998606931,"oldword"
"4461",4461,402,51,"impressive",2,758,1,"iso",1989,-0.298535968102632,"yes",6.63200177739563,"youngword"
"4462",4462,402,52,"willow",2,1023,1,"iso",1989,-0.275117363753677,"yes",6.93147180559945,"oldword"
"4463",4463,402,52,"impressive",7,575,1,"oldreal",1989,-0.275117363753677,"yes",6.35610766069589,"youngword"
"4464",4464,402,53,"depressing",2,645,1,"iso",1989,-0.251698759404723,"yes",6.4707995037826,"youngword"
"4465",4465,402,53,"depressing",2,645,1,"iso",1989,-0.251698759404723,"yes",6.4707995037826,"youngword"
"4466",4466,402,54,"fridge",2,650,1,"iso",1989,-0.228280155055768,"yes",6.47850964220857,"youngword"
"4467",4467,402,56,"beg",2,584,1,"iso",1989,-0.181442946357859,"yes",6.37161184723186,"oldword"
"4468",4468,402,58,"electricity",2,804,1,"iso",1989,-0.13460573765995,"yes",6.69084227741856,"oldword"
"4469",4469,402,60,"confectionery",2,745,1,"iso",1989,-0.0877685289620404,"yes",6.61472560020376,"oldword"
"4470",4470,402,61,"video",2,649,1,"iso",1989,-0.0643499246130858,"yes",6.47697236288968,"youngword"
"4471",4471,402,62,"delivered",2,807,1,"iso",1989,-0.0409313202641312,"yes",6.69456205852109,"oldword"
"4472",4472,402,64,"pencils",2,753,1,"iso",1989,0.00590588843377808,"yes",6.62539236800796,"oldword"
"4473",4473,402,64,"chemistry",4,731,1,"youngreal",1989,0.00590588843377808,"yes",6.59578051396131,"youngword"
"4474",4474,402,65,"beg",4,772,1,"youngreal",1989,0.0293244927827327,"yes",6.65027904858742,"oldword"
"4475",4475,402,65,"beg",4,772,1,"youngreal",1989,0.0293244927827327,"yes",6.65027904858742,"oldword"
"4476",4476,402,65,"frighten",2,857,1,"iso",1989,0.0293244927827327,"yes",6.75460409948796,"oldword"
"4477",4477,402,65,"frighten",2,857,1,"iso",1989,0.0293244927827327,"yes",6.75460409948796,"oldword"
"4478",4478,402,65,"mittens",7,997,1,"oldreal",1989,0.0293244927827327,"yes",6.90575327631146,"oldword"
"4479",4479,402,65,"mittens",7,997,1,"oldreal",1989,0.0293244927827327,"yes",6.90575327631146,"oldword"
"4480",4480,402,66,"bitten",2,846,1,"iso",1989,0.0527430971316873,"yes",6.74170069465205,"youngword"
"4481",4481,402,66,"bitten",2,846,1,"iso",1989,0.0527430971316873,"yes",6.74170069465205,"youngword"
"4482",4482,402,66,"bitten",2,846,1,"iso",1989,0.0527430971316873,"yes",6.74170069465205,"youngword"
"4483",4483,402,67,"willow",4,1047,1,"youngreal",1989,0.0761617014806419,"yes",6.95463886488099,"oldword"
"4484",4484,402,69,"environment",4,670,1,"youngreal",1989,0.122998910178551,"yes",6.50876913697168,"youngword"
"4485",4485,402,70,"stress",7,1077,0,"oldreal",1989,0.146417514527506,"yes",6.98286275146894,"youngword"
"4486",4486,402,71,"stress",4,692,1,"youngreal",1989,0.16983611887646,"yes",6.5410299991899,"youngword"
"4487",4487,402,74,"silent",2,724,1,"iso",1989,0.240091931923324,"yes",6.58617165485467,"oldword"
"4488",4488,402,75,"confectionery",7,711,1,"oldreal",1989,0.263510536272279,"yes",6.56807791141198,"oldword"
"4489",4489,402,75,"miners",4,627,1,"youngreal",1989,0.263510536272279,"yes",6.4425401664682,"oldword"
"4490",4490,402,76,"survival",7,681,1,"oldreal",1989,0.286929140621233,"yes",6.52502965784346,"youngword"
"4491",4491,402,76,"survival",7,681,1,"oldreal",1989,0.286929140621233,"yes",6.52502965784346,"youngword"
"4492",4492,402,77,"intellectual",2,788,1,"iso",1989,0.310347744970188,"yes",6.67076632084587,"youngword"
"4493",4493,402,78,"hymns",2,1147,1,"iso",1989,0.333766349319143,"yes",7.04577657687951,"oldword"
"4494",4494,402,79,"mittens",4,592,1,"youngreal",1989,0.357184953668097,"yes",6.38519439899773,"oldword"
"4495",4495,402,80,"physics",2,715,1,"iso",1989,0.380603558017052,"yes",6.57368016696065,"youngword"
"4496",4496,402,80,"lifting",7,710,1,"oldreal",1989,0.380603558017052,"yes",6.56667242980324,"youngword"
"4497",4497,402,82,"dye",7,984,0,"oldreal",1989,0.427440766714961,"yes",6.89264164117209,"youngword"
"4498",4498,402,83,"recite",4,755,1,"youngreal",1989,0.450859371063916,"yes",6.62804137617953,"oldword"
"4499",4499,402,88,"fireworks",4,711,1,"youngreal",1989,0.567952392808689,"yes",6.56807791141198,"oldword"
"4500",4500,402,89,"libraries",4,928,1,"youngreal",1989,0.591370997157644,"yes",6.83410873881384,"oldword"
"4501",4501,402,90,"pencils",7,1071,1,"oldreal",1989,0.614789601506598,"yes",6.97728134163075,"oldword"
"4502",4502,402,92,"nicest",4,633,0,"youngreal",1989,0.661626810204507,"yes",6.45204895443723,"youngword"
"4503",4503,402,93,"respected",7,977,1,"oldreal",1989,0.685045414553462,"yes",6.88550967003482,"oldword"
"4504",4504,402,93,"respected",4,605,1,"youngreal",1989,0.685045414553462,"yes",6.40687998606931,"oldword"
"4505",4505,402,97,"survival",4,765,1,"youngreal",1989,0.77871983194928,"yes",6.64118216974059,"youngword"
"4506",4506,402,98,"fridge",4,645,1,"youngreal",1989,0.802138436298235,"yes",6.4707995037826,"youngword"
"4507",4507,402,101,"physics",7,740,1,"oldreal",1989,0.872394249345099,"yes",6.60800062529609,"youngword"
"4508",4508,402,106,"seventh",7,805,1,"oldreal",1989,0.989487271089872,"yes",6.69208374250663,"youngword"
"4509",4509,402,111,"chemistry",7,610,1,"oldreal",1989,1.10658029283465,"yes",6.4150969591716,"youngword"
"4510",4510,402,111,"hymns",4,733,0,"youngreal",1989,1.10658029283465,"yes",6.59850902861452,"oldword"
"4511",4511,402,112,"depressing",4,655,1,"youngreal",1989,1.1299988971836,"yes",6.48616078894409,"youngword"
"4512",4512,402,112,"depressing",4,655,1,"youngreal",1989,1.1299988971836,"yes",6.48616078894409,"youngword"
"4513",4513,402,114,"dental",7,1024,1,"oldreal",1989,1.17683610588151,"yes",6.93244789157251,"oldword"
"4514",4514,402,118,"intellectual",7,693,1,"oldreal",1989,1.27051052327733,"yes",6.5424719605068,"youngword"
"4515",4515,402,125,"dental",4,758,1,"youngreal",1989,1.43444075372001,"yes",6.63200177739563,"oldword"
"4516",4516,402,128,"pencils",4,670,1,"youngreal",1989,1.50469656676687,"yes",6.50876913697168,"oldword"
"4517",4517,402,129,"intellectual",4,682,1,"youngreal",1989,1.52811517111583,"yes",6.52649485957079,"youngword"
"4518",4518,402,130,"miners",7,812,1,"oldreal",1989,1.55153377546478,"yes",6.70073110954781,"oldword"
"4519",4519,402,131,"expensive",7,1106,1,"oldreal",1989,1.57495237981374,"yes",7.00940893270864,"youngword"
"4520",4520,402,131,"seventh",4,604,1,"youngreal",1989,1.57495237981374,"yes",6.40522845803084,"youngword"
"4521",4521,402,132,"spirits",4,633,1,"youngreal",1989,1.59837098416269,"yes",6.45204895443723,"youngword"
"4522",4522,402,132,"spirits",4,633,1,"youngreal",1989,1.59837098416269,"yes",6.45204895443723,"youngword"
"4523",4523,402,138,"guide",7,742,1,"oldreal",1989,1.73888261025642,"yes",6.61069604471776,"youngword"
"4524",4524,402,139,"impressive",4,560,1,"youngreal",1989,1.76230121460537,"yes",6.3297209055227,"youngword"
"4525",4525,402,142,"spirits",7,674,1,"oldreal",1989,1.83255702765224,"yes",6.51471269087253,"youngword"
"4526",4526,402,147,"lifestyle",7,674,1,"oldreal",1989,1.94965004939701,"yes",6.51471269087253,"youngword"
"4527",4527,402,149,"guide",4,701,1,"youngreal",1989,1.99648725809492,"yes",6.55393340402581,"youngword"
"4528",4528,402,154,"silent",4,664,1,"youngreal",1989,2.11358027983969,"yes",6.49978704065585,"oldword"
"4529",4529,402,158,"lifestyle",4,691,1,"youngreal",1989,2.20725469723551,"yes",6.53958595561767,"youngword"
"4530",4530,402,159,"permission",7,696,1,"oldreal",1989,2.23067330158447,"yes",6.54678541076052,"oldword"
"4531",4531,403,3,"fridge",2,841,1,"iso",1993,-1.42262897685245,"no",6.73578001424233,"youngword"
"4532",4532,403,4,"whistle",4,644,1,"youngreal",1993,-1.3992103725035,"no",6.46925031679577,"oldword"
"4533",4533,403,4,"frighten",2,735,1,"iso",1993,-1.3992103725035,"no",6.60123011872888,"oldword"
"4534",4534,403,5,"survival",2,793,1,"iso",1993,-1.37579176815454,"no",6.67708346124714,"youngword"
"4535",4535,403,5,"survival",2,793,1,"iso",1993,-1.37579176815454,"no",6.67708346124714,"youngword"
"4536",4536,403,8,"spirits",7,727,1,"oldreal",1993,-1.30553595510768,"no",6.59030104819669,"youngword"
"4537",4537,403,8,"recite",2,1153,1,"iso",1993,-1.30553595510768,"no",7.05098944706805,"oldword"
"4538",4538,403,9,"hymns",2,722,1,"iso",1993,-1.28211735075873,"no",6.58340922215876,"oldword"
"4539",4539,403,9,"hymns",2,722,1,"iso",1993,-1.28211735075873,"no",6.58340922215876,"oldword"
"4540",4540,403,9,"frighten",4,557,1,"youngreal",1993,-1.28211735075873,"no",6.32435896238131,"oldword"
"4541",4541,403,9,"frighten",4,557,1,"youngreal",1993,-1.28211735075873,"no",6.32435896238131,"oldword"
"4542",4542,403,10,"bitten",2,762,1,"iso",1993,-1.25869874640977,"no",6.63725803128446,"youngword"
"4543",4543,403,10,"bitten",2,762,1,"iso",1993,-1.25869874640977,"no",6.63725803128446,"youngword"
"4544",4544,403,11,"electricity",4,750,1,"youngreal",1993,-1.23528014206082,"no",6.62140565176413,"oldword"
"4545",4545,403,13,"idle",2,890,1,"iso",1993,-1.18844293336291,"no",6.79234442747081,"oldword"
"4546",4546,403,13,"video",7,531,1,"oldreal",1993,-1.18844293336291,"no",6.27664348934164,"youngword"
"4547",4547,403,15,"dye",2,1078,1,"iso",1993,-1.141605724665,"no",6.98378996525813,"youngword"
"4548",4548,403,16,"lifestyle",2,833,1,"iso",1993,-1.11818712031604,"no",6.72623340235875,"youngword"
"4549",4549,403,17,"fireworks",4,723,1,"youngreal",1993,-1.09476851596709,"no",6.58479139238572,"oldword"
"4550",4550,403,18,"video",2,650,1,"iso",1993,-1.07134991161813,"no",6.47850964220857,"youngword"
"4551",4551,403,19,"hymns",4,766,1,"youngreal",1993,-1.04793130726918,"no",6.64248680136726,"oldword"
"4552",4552,403,22,"survival",4,640,1,"youngreal",1993,-0.977675494222316,"no",6.46302945692067,"youngword"
"4553",4553,403,24,"miners",2,728,1,"iso",1993,-0.930838285524407,"no",6.59167373200866,"oldword"
"4554",4554,403,25,"willow",2,600,1,"iso",1993,-0.907419681175452,"no",6.39859493453521,"oldword"
"4555",4555,403,25,"beg",4,570,1,"youngreal",1993,-0.907419681175452,"no",6.34738920965601,"oldword"
"4556",4556,403,26,"fridge",4,585,1,"youngreal",1993,-0.884001076826497,"no",6.37331978957701,"youngword"
"4557",4557,403,26,"fridge",4,585,1,"youngreal",1993,-0.884001076826497,"no",6.37331978957701,"youngword"
"4558",4558,403,26,"pencils",2,584,1,"iso",1993,-0.884001076826497,"no",6.37161184723186,"oldword"
"4559",4559,403,26,"pencils",2,584,1,"iso",1993,-0.884001076826497,"no",6.37161184723186,"oldword"
"4560",4560,403,26,"fridge",7,731,1,"oldreal",1993,-0.884001076826497,"no",6.59578051396131,"youngword"
"4561",4561,403,26,"fridge",7,731,1,"oldreal",1993,-0.884001076826497,"no",6.59578051396131,"youngword"
"4562",4562,403,27,"dental",2,598,1,"iso",1993,-0.860582472477543,"no",6.39526159811545,"oldword"
"4563",4563,403,27,"dental",2,598,1,"iso",1993,-0.860582472477543,"no",6.39526159811545,"oldword"
"4564",4564,403,27,"dental",2,598,1,"iso",1993,-0.860582472477543,"no",6.39526159811545,"oldword"
"4565",4565,403,28,"recite",4,630,1,"youngreal",1993,-0.837163868128588,"no",6.44730586254121,"oldword"
"4566",4566,403,30,"silent",7,728,1,"oldreal",1993,-0.790326659430679,"no",6.59167373200866,"oldword"
"4567",4567,403,31,"silent",4,577,1,"youngreal",1993,-0.766908055081724,"no",6.35957386867238,"oldword"
"4568",4568,403,31,"hymns",7,739,1,"oldreal",1993,-0.766908055081724,"no",6.60665018619822,"oldword"
"4569",4569,403,32,"environment",4,416,1,"youngreal",1993,-0.74348945073277,"no",6.0330862217988,"youngword"
"4570",4570,403,32,"environment",4,416,1,"youngreal",1993,-0.74348945073277,"no",6.0330862217988,"youngword"
"4571",4571,403,34,"physics",2,755,1,"iso",1993,-0.69665224203486,"no",6.62804137617953,"youngword"
"4572",4572,403,35,"dental",4,644,1,"youngreal",1993,-0.673233637685906,"no",6.46925031679577,"oldword"
"4573",4573,403,36,"lifting",2,980,0,"iso",1993,-0.649815033336951,"no",6.88857245956536,"youngword"
"4574",4574,403,36,"impressive",4,452,1,"youngreal",1993,-0.649815033336951,"no",6.11589212548303,"youngword"
"4575",4575,403,37,"libraries",2,564,1,"iso",1993,-0.626396428987997,"no",6.33682573114644,"oldword"
"4576",4576,403,37,"libraries",2,564,1,"iso",1993,-0.626396428987997,"no",6.33682573114644,"oldword"
"4577",4577,403,38,"fried",2,821,1,"iso",1993,-0.602977824639042,"no",6.71174039505618,"oldword"
"4578",4578,403,40,"beg",2,542,1,"iso",1993,-0.556140615941133,"no",6.29710931993394,"oldword"
"4579",4579,403,40,"idle",4,591,0,"youngreal",1993,-0.556140615941133,"no",6.38350663488401,"oldword"
"4580",4580,403,43,"depressing",2,544,1,"iso",1993,-0.485884802894269,"no",6.30078579466324,"youngword"
"4581",4581,403,44,"chemistry",7,562,1,"oldreal",1993,-0.462466198545314,"no",6.33327962813969,"youngword"
"4582",4582,403,44,"nicest",2,544,1,"iso",1993,-0.462466198545314,"no",6.30078579466324,"youngword"
"4583",4583,403,45,"expensive",4,981,1,"youngreal",1993,-0.43904759419636,"no",6.88959130835447,"youngword"
"4584",4584,403,45,"expensive",4,981,1,"youngreal",1993,-0.43904759419636,"no",6.88959130835447,"youngword"
"4585",4585,403,45,"respected",2,537,1,"iso",1993,-0.43904759419636,"no",6.28785856016178,"oldword"
"4586",4586,403,45,"respected",2,537,1,"iso",1993,-0.43904759419636,"no",6.28785856016178,"oldword"
"4587",4587,403,47,"respected",4,676,1,"youngreal",1993,-0.39221038549845,"no",6.51767127291227,"oldword"
"4588",4588,403,51,"willow",4,614,1,"youngreal",1993,-0.298535968102632,"no",6.42162226780652,"oldword"
"4589",4589,403,51,"guide",2,522,1,"iso",1993,-0.298535968102632,"no",6.25958146406492,"youngword"
"4590",4590,403,53,"frighten",7,759,1,"oldreal",1993,-0.251698759404723,"no",6.63331843328038,"oldword"
"4591",4591,403,53,"seventh",4,635,1,"youngreal",1993,-0.251698759404723,"no",6.45519856334012,"youngword"
"4592",4592,403,54,"confectionery",2,691,1,"iso",1993,-0.228280155055768,"no",6.53958595561767,"oldword"
"4593",4593,403,54,"confectionery",2,691,1,"iso",1993,-0.228280155055768,"no",6.53958595561767,"oldword"
"4594",4594,403,55,"physics",7,737,1,"oldreal",1993,-0.204861550706813,"no",6.60394382460047,"youngword"
"4595",4595,403,56,"expensive",7,666,1,"oldreal",1993,-0.181442946357859,"no",6.50279004591562,"youngword"
"4596",4596,403,57,"impressive",2,697,1,"iso",1993,-0.158024342008904,"no",6.54821910276237,"youngword"
"4597",4597,403,58,"stress",4,616,1,"youngreal",1993,-0.13460573765995,"no",6.42486902390539,"youngword"
"4598",4598,403,59,"mittens",4,654,1,"youngreal",1993,-0.111187133310995,"no",6.48463523563525,"oldword"
"4599",4599,403,59,"chemistry",2,542,1,"iso",1993,-0.111187133310995,"no",6.29710931993394,"youngword"
"4600",4600,403,60,"lifestyle",4,474,1,"youngreal",1993,-0.0877685289620404,"no",6.16331480403464,"youngword"
"4601",4601,403,60,"lifestyle",4,474,1,"youngreal",1993,-0.0877685289620404,"no",6.16331480403464,"youngword"
"4602",4602,403,61,"permission",2,660,0,"iso",1993,-0.0643499246130858,"no",6.49375383985169,"oldword"
"4603",4603,403,62,"seventh",2,594,1,"iso",1993,-0.0409313202641312,"no",6.38856140554563,"youngword"
"4604",4604,403,63,"respected",7,618,1,"oldreal",1993,-0.0175127159151765,"no",6.4281052726846,"oldword"
"4605",4605,403,63,"fireworks",2,666,0,"iso",1993,-0.0175127159151765,"no",6.50279004591562,"oldword"
"4606",4606,403,64,"delivered",2,651,1,"iso",1993,0.00590588843377808,"no",6.48004456192665,"oldword"
"4607",4607,403,64,"delivered",2,651,1,"iso",1993,0.00590588843377808,"no",6.48004456192665,"oldword"
"4608",4608,403,65,"expensive",2,527,1,"iso",1993,0.0293244927827327,"no",6.26909628370626,"youngword"
"4609",4609,403,66,"idle",7,797,1,"oldreal",1993,0.0527430971316873,"no",6.68210859744981,"oldword"
"4610",4610,403,66,"intellectual",2,570,1,"iso",1993,0.0527430971316873,"no",6.34738920965601,"youngword"
