"","X","Subject","Trial","Stimulus","Block","RT","ACC","condition","yearofbirth","cTrial","older","RTlog","WordAge"
"1",1,101,3,"dental",7,564,1,"youngreal",1992,-1.42262897685245,"no",6.33682573114644,"oldword"
"2",2,101,4,"dye",2,505,1,"iso",1992,-1.3992103725035,"no",6.22653666928747,"youngword"
"3",3,101,5,"pencils",7,571,1,"youngreal",1992,-1.37579176815454,"no",6.3491389913798,"oldword"
"4",4,101,5,"fridge",2,563,1,"iso",1992,-1.37579176815454,"no",6.33505425149806,"youngword"
"5",5,101,6,"respected",7,507,1,"youngreal",1992,-1.35237316380559,"no",6.23048144757848,"oldword"
"6",6,101,6,"respected",7,507,1,"youngreal",1992,-1.35237316380559,"no",6.23048144757848,"oldword"
"7",7,101,7,"whistle",7,556,1,"youngreal",1992,-1.32895455945663,"no",6.32256523992728,"oldword"
"8",8,101,8,"pencils",4,501,1,"oldreal",1992,-1.30553595510768,"no",6.21860011969173,"oldword"
"9",9,101,8,"fireworks",2,510,1,"iso",1992,-1.30553595510768,"no",6.2363695902037,"oldword"
"10",10,101,11,"reckon",7,591,1,"youngreal",1992,-1.23528014206082,"no",6.38350663488401,"youngword"
"11",11,101,12,"recite",2,669,1,"iso",1992,-1.21186153771186,"no",6.50727771238501,"oldword"
"12",12,101,14,"willow",4,464,1,"oldreal",1992,-1.16502432901395,"no",6.14203740558736,"oldword"
"13",13,101,15,"libraries",2,594,1,"iso",1992,-1.141605724665,"no",6.38856140554563,"oldword"
"14",14,101,18,"nicest",2,610,1,"iso",1992,-1.07134991161813,"no",6.4150969591716,"youngword"
"15",15,101,18,"dental",4,546,1,"oldreal",1992,-1.07134991161813,"no",6.30444880242198,"oldword"
"16",16,101,19,"environment",4,500,1,"oldreal",1992,-1.04793130726918,"no",6.21660610108486,"youngword"
"17",17,101,19,"environment",4,500,1,"oldreal",1992,-1.04793130726918,"no",6.21660610108486,"youngword"
"18",18,101,20,"seventh",7,765,1,"youngreal",1992,-1.02451270292023,"no",6.64118216974059,"youngword"
"19",19,101,21,"lifestyle",2,542,1,"iso",1992,-1.00109409857127,"no",6.29710931993394,"youngword"
"20",20,101,24,"lifting",4,584,1,"oldreal",1992,-0.930838285524407,"no",6.37161184723186,"youngword"
"21",21,101,25,"miners",4,704,1,"oldreal",1992,-0.907419681175452,"no",6.55819780281227,"oldword"
"22",22,101,27,"survival",2,702,1,"iso",1992,-0.860582472477543,"no",6.55535689181067,"youngword"
"23",23,101,27,"bitten",7,697,1,"youngreal",1992,-0.860582472477543,"no",6.54821910276237,"youngword"
"24",24,101,31,"silent",2,700,1,"iso",1992,-0.766908055081724,"no",6.55250788703459,"oldword"
"25",25,101,31,"permission",7,741,1,"youngreal",1992,-0.766908055081724,"no",6.60934924316738,"oldword"
"26",26,101,32,"recite",7,677,1,"youngreal",1992,-0.74348945073277,"no",6.5191472879404,"oldword"
"27",27,101,32,"recite",7,677,1,"youngreal",1992,-0.74348945073277,"no",6.5191472879404,"oldword"
"28",28,101,32,"expensive",2,654,1,"iso",1992,-0.74348945073277,"no",6.48463523563525,"youngword"
"29",29,101,32,"expensive",2,654,1,"iso",1992,-0.74348945073277,"no",6.48463523563525,"youngword"
"30",30,101,33,"whistle",2,586,1,"iso",1992,-0.720070846383815,"no",6.3750248198281,"oldword"
"31",31,101,33,"whistle",2,586,1,"iso",1992,-0.720070846383815,"no",6.3750248198281,"oldword"
"32",32,101,34,"fried",2,594,1,"iso",1992,-0.69665224203486,"no",6.38856140554563,"oldword"
"33",33,101,35,"confectionery",2,625,1,"iso",1992,-0.673233637685906,"no",6.4393503711001,"oldword"
"34",34,101,35,"dye",4,558,1,"oldreal",1992,-0.673233637685906,"no",6.3261494731551,"youngword"
"35",35,101,36,"respected",4,495,1,"oldreal",1992,-0.649815033336951,"no",6.20657592672493,"oldword"
"36",36,101,36,"respected",4,495,1,"oldreal",1992,-0.649815033336951,"no",6.20657592672493,"oldword"
"37",37,101,38,"permission",2,563,1,"iso",1992,-0.602977824639042,"no",6.33505425149806,"oldword"
"38",38,101,39,"intellectual",7,691,1,"youngreal",1992,-0.579559220290087,"no",6.53958595561767,"youngword"
"39",39,101,43,"delivered",2,542,1,"iso",1992,-0.485884802894269,"no",6.29710931993394,"oldword"
"40",40,101,44,"video",2,520,1,"iso",1992,-0.462466198545314,"no",6.25575004175337,"youngword"
"41",41,101,45,"spirits",7,748,1,"youngreal",1992,-0.43904759419636,"no",6.61873898351722,"youngword"
"42",42,101,45,"reckon",2,545,1,"iso",1992,-0.43904759419636,"no",6.30261897574491,"youngword"
"43",43,101,46,"miners",7,627,1,"youngreal",1992,-0.415628989847405,"no",6.4425401664682,"oldword"
"44",44,101,46,"miners",7,627,1,"youngreal",1992,-0.415628989847405,"no",6.4425401664682,"oldword"
"45",45,101,46,"guide",2,475,1,"iso",1992,-0.415628989847405,"no",6.16541785423142,"youngword"
"46",46,101,46,"guide",2,475,1,"iso",1992,-0.415628989847405,"no",6.16541785423142,"youngword"
"47",47,101,47,"lifestyle",7,577,1,"youngreal",1992,-0.39221038549845,"no",6.35957386867238,"youngword"
"48",48,101,47,"lifestyle",7,577,1,"youngreal",1992,-0.39221038549845,"no",6.35957386867238,"youngword"
"49",49,101,48,"spirits",2,521,1,"iso",1992,-0.368791781149496,"no",6.25766758788264,"youngword"
"50",50,101,49,"bitten",2,502,1,"iso",1992,-0.345373176800541,"no",6.22059017009974,"youngword"
"51",51,101,49,"depressing",4,636,1,"oldreal",1992,-0.345373176800541,"no",6.45676965557216,"youngword"
"52",52,101,50,"hymns",7,616,1,"youngreal",1992,-0.321954572451587,"no",6.42486902390539,"oldword"
"53",53,101,50,"hymns",7,616,1,"youngreal",1992,-0.321954572451587,"no",6.42486902390539,"oldword"
"54",54,101,51,"fridge",4,570,1,"oldreal",1992,-0.298535968102632,"no",6.34738920965601,"youngword"
"55",55,101,53,"depressing",2,610,1,"iso",1992,-0.251698759404723,"no",6.4150969591716,"youngword"
"56",56,101,54,"electricity",2,681,1,"iso",1992,-0.228280155055768,"no",6.52502965784346,"oldword"
"57",57,101,55,"impressive",2,588,1,"iso",1992,-0.204861550706813,"no",6.37842618365159,"youngword"
"58",58,101,56,"frighten",7,757,1,"youngreal",1992,-0.181442946357859,"no",6.63068338564237,"oldword"
"59",59,101,56,"pencils",2,563,1,"iso",1992,-0.181442946357859,"no",6.33505425149806,"oldword"
"60",60,101,59,"libraries",7,631,1,"youngreal",1992,-0.111187133310995,"no",6.44888939414686,"oldword"
"61",61,101,60,"mittens",4,858,1,"oldreal",1992,-0.0877685289620404,"no",6.75576892198425,"oldword"
"62",62,101,61,"environment",2,632,1,"iso",1992,-0.0643499246130858,"no",6.45047042214418,"youngword"
"63",63,101,63,"stress",2,515,1,"iso",1992,-0.0175127159151765,"no",6.24610676548156,"youngword"
"64",64,101,64,"willow",2,494,1,"iso",1992,0.00590588843377808,"no",6.20455776256869,"oldword"
"65",65,101,64,"chemistry",4,599,1,"oldreal",1992,0.00590588843377808,"no",6.39692965521615,"youngword"
"66",66,101,65,"delivered",4,558,1,"oldreal",1992,0.0293244927827327,"no",6.3261494731551,"oldword"
"67",67,101,65,"delivered",4,558,1,"oldreal",1992,0.0293244927827327,"no",6.3261494731551,"oldword"
"68",68,101,65,"frighten",2,513,1,"iso",1992,0.0293244927827327,"no",6.24222326545517,"oldword"
"69",69,101,65,"frighten",2,513,1,"iso",1992,0.0293244927827327,"no",6.24222326545517,"oldword"
"70",70,101,66,"seventh",2,460,1,"iso",1992,0.0527430971316873,"no",6.13339804299665,"youngword"
"71",71,101,66,"seventh",2,460,1,"iso",1992,0.0527430971316873,"no",6.13339804299665,"youngword"
"72",72,101,67,"beg",2,512,1,"iso",1992,0.0761617014806419,"no",6.24027584517077,"oldword"
"73",73,101,68,"physics",2,498,1,"iso",1992,0.0995803058295965,"no",6.21260609575152,"youngword"
"74",74,101,69,"dental",2,414,1,"iso",1992,0.122998910178551,"no",6.0282785202307,"oldword"
"75",75,101,69,"fireworks",4,795,1,"oldreal",1992,0.122998910178551,"no",6.67959918584438,"oldword"
"76",76,101,70,"confectionery",4,674,1,"oldreal",1992,0.146417514527506,"no",6.51471269087253,"oldword"
"77",77,101,70,"confectionery",4,674,1,"oldreal",1992,0.146417514527506,"no",6.51471269087253,"oldword"
"78",78,101,70,"idle",7,690,1,"youngreal",1992,0.146417514527506,"no",6.53813982376767,"oldword"
"79",79,101,70,"idle",7,690,1,"youngreal",1992,0.146417514527506,"no",6.53813982376767,"oldword"
"80",80,101,73,"mittens",2,576,0,"iso",1992,0.21667332757437,"no",6.3578422665081,"oldword"
"81",81,101,73,"stress",4,812,1,"oldreal",1992,0.21667332757437,"no",6.70073110954781,"youngword"
"82",82,101,74,"intellectual",2,627,1,"iso",1992,0.240091931923324,"no",6.4425401664682,"youngword"
"83",83,101,74,"intellectual",2,627,1,"iso",1992,0.240091931923324,"no",6.4425401664682,"youngword"
"84",84,101,74,"guide",7,604,1,"youngreal",1992,0.240091931923324,"no",6.40522845803084,"youngword"
"85",85,101,74,"guide",7,604,1,"youngreal",1992,0.240091931923324,"no",6.40522845803084,"youngword"
"86",86,101,75,"chemistry",2,513,1,"iso",1992,0.263510536272279,"no",6.24222326545517,"youngword"
"87",87,101,75,"chemistry",2,513,1,"iso",1992,0.263510536272279,"no",6.24222326545517,"youngword"
"88",88,101,79,"lifting",2,499,1,"iso",1992,0.357184953668097,"no",6.21460809842219,"youngword"
"89",89,101,81,"permission",4,698,1,"oldreal",1992,0.404022162366007,"no",6.54965074223381,"oldword"
"90",90,101,82,"fireworks",7,546,1,"youngreal",1992,0.427440766714961,"no",6.30444880242198,"oldword"
"91",91,101,82,"physics",4,525,1,"oldreal",1992,0.427440766714961,"no",6.26530121273771,"youngword"
"92",92,101,84,"confectionery",7,838,1,"youngreal",1992,0.47427797541287,"no",6.73221070646721,"oldword"
"93",93,101,85,"video",4,586,1,"oldreal",1992,0.497696579761825,"no",6.3750248198281,"youngword"
"94",94,101,86,"fridge",7,682,1,"youngreal",1992,0.52111518411078,"no",6.52649485957079,"youngword"
"95",95,101,90,"frighten",4,698,1,"oldreal",1992,0.614789601506598,"no",6.54965074223381,"oldword"
"96",96,101,93,"guide",4,759,1,"oldreal",1992,0.685045414553462,"no",6.63331843328038,"youngword"
"97",97,101,94,"whistle",4,448,1,"oldreal",1992,0.708464018902417,"no",6.10702288774225,"oldword"
"98",98,101,95,"beg",7,527,1,"youngreal",1992,0.731882623251371,"no",6.26909628370626,"oldword"
"99",99,101,96,"recite",4,531,1,"oldreal",1992,0.755301227600326,"no",6.27664348934164,"oldword"
"100",100,101,98,"mittens",7,843,1,"youngreal",1992,0.802138436298235,"no",6.73815249459596,"oldword"
"101",101,101,98,"reckon",4,602,1,"oldreal",1992,0.802138436298235,"no",6.40191719672719,"youngword"
"102",102,101,101,"impressive",4,652,1,"oldreal",1992,0.872394249345099,"no",6.48157712927643,"youngword"
"103",103,101,102,"libraries",4,613,1,"oldreal",1992,0.895812853694054,"no",6.41999492814714,"oldword"
"104",104,101,103,"intellectual",4,527,1,"oldreal",1992,0.919231458043008,"no",6.26909628370626,"youngword"
"105",105,101,105,"seventh",4,544,1,"oldreal",1992,0.966068666740917,"no",6.30078579466324,"youngword"
"106",106,101,107,"electricity",4,568,1,"oldreal",1992,1.01290587543883,"no",6.34388043412633,"oldword"
"107",107,101,108,"silent",7,730,1,"youngreal",1992,1.03632447978778,"no",6.59441345974978,"oldword"
"108",108,101,110,"impressive",7,830,1,"youngreal",1992,1.08316168848569,"no",6.72262979485545,"youngword"
"109",109,101,111,"delivered",7,523,1,"youngreal",1992,1.10658029283465,"no",6.26149168432104,"oldword"
"110",110,101,116,"video",7,658,1,"youngreal",1992,1.22367331457942,"no",6.49072353450251,"youngword"
"111",111,101,119,"fried",4,675,1,"oldreal",1992,1.29392912762628,"no",6.51619307604296,"oldword"
"112",112,101,120,"survival",4,542,1,"oldreal",1992,1.31734773197524,"no",6.29710931993394,"youngword"
"113",113,101,121,"hymns",4,487,1,"oldreal",1992,1.34076633632419,"no",6.19031540585315,"oldword"
"114",114,101,122,"depressing",7,573,1,"youngreal",1992,1.36418494067315,"no",6.35262939631957,"youngword"
"115",115,101,124,"nicest",4,702,1,"oldreal",1992,1.41102214937106,"no",6.55535689181067,"youngword"
"116",116,101,127,"lifestyle",4,579,1,"oldreal",1992,1.48127796241792,"no",6.36302810354046,"youngword"
"117",117,101,130,"silent",4,628,0,"oldreal",1992,1.55153377546478,"no",6.44413125670044,"oldword"
"118",118,101,134,"willow",7,668,1,"youngreal",1992,1.6452081928606,"no",6.50578406012823,"oldword"
"119",119,101,134,"expensive",4,591,1,"oldreal",1992,1.6452081928606,"no",6.38350663488401,"youngword"
"120",120,101,135,"bitten",4,527,1,"oldreal",1992,1.66862679720956,"no",6.26909628370626,"youngword"
"121",121,101,135,"bitten",4,527,1,"oldreal",1992,1.66862679720956,"no",6.26909628370626,"youngword"
"122",122,101,135,"environment",7,591,1,"youngreal",1992,1.66862679720956,"no",6.38350663488401,"youngword"
"123",123,101,135,"environment",7,591,1,"youngreal",1992,1.66862679720956,"no",6.38350663488401,"youngword"
"124",124,101,136,"nicest",7,591,1,"youngreal",1992,1.69204540155851,"no",6.38350663488401,"youngword"
"125",125,101,136,"nicest",7,591,1,"youngreal",1992,1.69204540155851,"no",6.38350663488401,"youngword"
"126",126,101,141,"dye",7,583,1,"youngreal",1992,1.80913842330328,"no",6.36990098282823,"youngword"
"127",127,101,142,"expensive",7,591,1,"youngreal",1992,1.83255702765224,"no",6.38350663488401,"youngword"
"128",128,101,146,"lifting",7,648,1,"youngreal",1992,1.92623144504806,"no",6.47543271670409,"youngword"
"129",129,101,148,"survival",7,556,1,"youngreal",1992,1.97306865374597,"no",6.32256523992728,"youngword"
"130",130,101,149,"beg",4,663,1,"oldreal",1992,1.99648725809492,"no",6.49828214947643,"oldword"
"131",131,101,151,"idle",4,762,1,"oldreal",1992,2.04332446679283,"no",6.63725803128446,"oldword"
"132",132,101,154,"fried",7,646,1,"youngreal",1992,2.11358027983969,"no",6.4723462945009,"oldword"
"133",133,101,156,"stress",7,616,1,"youngreal",1992,2.1604174885376,"no",6.42486902390539,"youngword"
"134",134,101,159,"electricity",7,713,1,"youngreal",1992,2.23067330158447,"no",6.57088296233958,"oldword"
"135",135,101,160,"physics",7,530,1,"youngreal",1992,2.25409190593342,"no",6.27476202124194,"youngword"
"136",136,102,2,"expensive",4,797,1,"oldreal",1993,-1.44604758120141,"no",6.68210859744981,"youngword"
"137",137,102,3,"recite",2,729,1,"iso",1993,-1.42262897685245,"no",6.59304453414244,"oldword"
"138",138,102,6,"fridge",4,523,1,"oldreal",1993,-1.35237316380559,"no",6.26149168432104,"youngword"
"139",139,102,8,"bitten",4,774,1,"oldreal",1993,-1.30553595510768,"no",6.65286302935335,"youngword"
"140",140,102,8,"miners",7,771,1,"youngreal",1993,-1.30553595510768,"no",6.64898455002478,"oldword"
"141",141,102,9,"frighten",7,579,1,"youngreal",1993,-1.28211735075873,"no",6.36302810354046,"oldword"
"142",142,102,9,"frighten",7,579,1,"youngreal",1993,-1.28211735075873,"no",6.36302810354046,"oldword"
"143",143,102,9,"environment",2,670,1,"iso",1993,-1.28211735075873,"no",6.50876913697168,"youngword"
"144",144,102,9,"environment",2,670,1,"iso",1993,-1.28211735075873,"no",6.50876913697168,"youngword"
"145",145,102,10,"delivered",4,614,1,"oldreal",1993,-1.25869874640977,"no",6.42162226780652,"oldword"
"146",146,102,10,"delivered",4,614,1,"oldreal",1993,-1.25869874640977,"no",6.42162226780652,"oldword"
"147",147,102,11,"recite",7,662,1,"youngreal",1993,-1.23528014206082,"no",6.49677499018586,"oldword"
"148",148,102,12,"dental",2,602,1,"iso",1993,-1.21186153771186,"no",6.40191719672719,"oldword"
"149",149,102,12,"willow",4,630,1,"oldreal",1993,-1.21186153771186,"no",6.44730586254121,"oldword"
"150",150,102,13,"silent",2,560,0,"iso",1993,-1.18844293336291,"no",6.3297209055227,"oldword"
"151",151,102,13,"silent",2,560,0,"iso",1993,-1.18844293336291,"no",6.3297209055227,"oldword"
"152",152,102,14,"mittens",2,906,1,"iso",1993,-1.16502432901395,"no",6.81014245011514,"oldword"
"153",153,102,15,"intellectual",7,824,1,"youngreal",1993,-1.141605724665,"no",6.71538338633468,"youngword"
"154",154,102,15,"dental",4,712,1,"oldreal",1993,-1.141605724665,"no",6.5694814204143,"oldword"
"155",155,102,16,"video",2,613,1,"iso",1993,-1.11818712031604,"no",6.41999492814714,"youngword"
"156",156,102,16,"video",2,613,1,"iso",1993,-1.11818712031604,"no",6.41999492814714,"youngword"
"157",157,102,17,"fridge",2,507,1,"iso",1993,-1.09476851596709,"no",6.23048144757848,"youngword"
"158",158,102,19,"environment",7,655,1,"youngreal",1993,-1.04793130726918,"no",6.48616078894409,"youngword"
"159",159,102,19,"chemistry",2,597,1,"iso",1993,-1.04793130726918,"no",6.39359075395063,"youngword"
"160",160,102,20,"seventh",2,596,1,"iso",1993,-1.02451270292023,"no",6.3919171133926,"youngword"
"161",161,102,20,"seventh",2,596,1,"iso",1993,-1.02451270292023,"no",6.3919171133926,"youngword"
"162",162,102,20,"idle",4,685,1,"oldreal",1993,-1.02451270292023,"no",6.53087762772588,"oldword"
"163",163,102,20,"idle",4,685,1,"oldreal",1993,-1.02451270292023,"no",6.53087762772588,"oldword"
"164",164,102,21,"respected",2,682,1,"iso",1993,-1.00109409857127,"no",6.52649485957079,"oldword"
"165",165,102,21,"respected",2,682,1,"iso",1993,-1.00109409857127,"no",6.52649485957079,"oldword"
"166",166,102,22,"stress",7,802,1,"youngreal",1993,-0.977675494222316,"no",6.68835471394676,"youngword"
"167",167,102,22,"lifting",2,621,1,"iso",1993,-0.977675494222316,"no",6.43294009273918,"youngword"
"168",168,102,22,"stress",4,660,1,"oldreal",1993,-0.977675494222316,"no",6.49375383985169,"youngword"
"169",169,102,23,"depressing",2,580,1,"iso",1993,-0.954256889873361,"no",6.36475075685191,"youngword"
"170",170,102,23,"depressing",2,580,1,"iso",1993,-0.954256889873361,"no",6.36475075685191,"youngword"
"171",171,102,23,"depressing",2,580,1,"iso",1993,-0.954256889873361,"no",6.36475075685191,"youngword"
"172",172,102,24,"frighten",2,619,1,"iso",1993,-0.930838285524407,"no",6.42971947803914,"oldword"
"173",173,102,25,"libraries",2,593,1,"iso",1993,-0.907419681175452,"no",6.38687931936265,"oldword"
"174",174,102,26,"depressing",7,812,1,"youngreal",1993,-0.884001076826497,"no",6.70073110954781,"youngword"
"175",175,102,26,"confectionery",4,611,1,"oldreal",1993,-0.884001076826497,"no",6.41673228251233,"oldword"
"176",176,102,27,"expensive",7,594,1,"youngreal",1993,-0.860582472477543,"no",6.38856140554563,"youngword"
"177",177,102,27,"expensive",7,594,1,"youngreal",1993,-0.860582472477543,"no",6.38856140554563,"youngword"
"178",178,102,29,"permission",2,747,1,"iso",1993,-0.813745263779634,"no",6.61740297797448,"oldword"
"179",179,102,30,"impressive",7,802,1,"youngreal",1993,-0.790326659430679,"no",6.68835471394676,"youngword"
"180",180,102,31,"environment",4,545,1,"oldreal",1993,-0.766908055081724,"no",6.30261897574491,"youngword"
"181",181,102,31,"nicest",7,936,1,"youngreal",1993,-0.766908055081724,"no",6.84268328223842,"youngword"
"182",182,102,31,"bitten",2,669,1,"iso",1993,-0.766908055081724,"no",6.50727771238501,"youngword"
"183",183,102,33,"libraries",7,645,1,"youngreal",1993,-0.720070846383815,"no",6.4707995037826,"oldword"
"184",184,102,34,"fried",4,758,1,"oldreal",1993,-0.69665224203486,"no",6.63200177739563,"oldword"
"185",185,102,36,"nicest",4,850,1,"oldreal",1993,-0.649815033336951,"no",6.74641212857337,"youngword"
"186",186,102,36,"pencils",7,488,1,"youngreal",1993,-0.649815033336951,"no",6.19236248947487,"oldword"
"187",187,102,37,"nicest",2,689,1,"iso",1993,-0.626396428987997,"no",6.5366915975913,"youngword"
"188",188,102,37,"nicest",2,689,1,"iso",1993,-0.626396428987997,"no",6.5366915975913,"youngword"
"189",189,102,38,"fridge",7,598,1,"youngreal",1993,-0.602977824639042,"no",6.39526159811545,"youngword"
"190",190,102,40,"intellectual",2,626,1,"iso",1993,-0.556140615941133,"no",6.44094654063292,"youngword"
"191",191,102,41,"depressing",4,720,1,"oldreal",1993,-0.532722011592178,"no",6.58063913728495,"youngword"
"192",192,102,43,"lifestyle",2,657,1,"iso",1993,-0.485884802894269,"no",6.48920493132532,"youngword"
"193",193,102,44,"idle",2,812,1,"iso",1993,-0.462466198545314,"no",6.70073110954781,"oldword"
"194",194,102,46,"survival",2,558,1,"iso",1993,-0.415628989847405,"no",6.3261494731551,"youngword"
"195",195,102,47,"fried",2,575,1,"iso",1993,-0.39221038549845,"no",6.35610766069589,"oldword"
"196",196,102,48,"electricity",7,633,1,"youngreal",1993,-0.368791781149496,"no",6.45204895443723,"oldword"
"197",197,102,49,"silent",7,667,1,"youngreal",1993,-0.345373176800541,"no",6.50428817353665,"oldword"
"198",198,102,50,"electricity",2,698,1,"iso",1993,-0.321954572451587,"no",6.54965074223381,"oldword"
"199",199,102,51,"delivered",7,934,1,"youngreal",1993,-0.298535968102632,"no",6.84054652928869,"oldword"
"200",200,102,52,"idle",7,671,1,"youngreal",1993,-0.275117363753677,"no",6.51025834052315,"oldword"
"201",201,102,53,"impressive",2,632,1,"iso",1993,-0.251698759404723,"no",6.45047042214418,"youngword"
"202",202,102,54,"delivered",2,581,1,"iso",1993,-0.228280155055768,"no",6.36647044773144,"oldword"
"203",203,102,55,"respected",4,614,1,"oldreal",1993,-0.204861550706813,"no",6.42162226780652,"oldword"
"204",204,102,55,"mittens",7,630,1,"youngreal",1993,-0.204861550706813,"no",6.44730586254121,"oldword"
"205",205,102,56,"hymns",2,637,1,"iso",1993,-0.181442946357859,"no",6.45833828334479,"oldword"
"206",206,102,56,"hymns",2,637,1,"iso",1993,-0.181442946357859,"no",6.45833828334479,"oldword"
"207",207,102,58,"stress",2,596,1,"iso",1993,-0.13460573765995,"no",6.3919171133926,"youngword"
"208",208,102,59,"pencils",4,681,1,"oldreal",1993,-0.111187133310995,"no",6.52502965784346,"oldword"
"209",209,102,63,"physics",7,553,1,"youngreal",1993,-0.0175127159151765,"no",6.31716468674728,"youngword"
"210",210,102,63,"physics",2,585,1,"iso",1993,-0.0175127159151765,"no",6.37331978957701,"youngword"
"211",211,102,64,"respected",7,610,1,"youngreal",1993,0.00590588843377808,"no",6.4150969591716,"oldword"
"212",212,102,64,"respected",7,610,1,"youngreal",1993,0.00590588843377808,"no",6.4150969591716,"oldword"
"213",213,102,64,"reckon",2,776,1,"iso",1993,0.00590588843377808,"no",6.65544035036765,"youngword"
"214",214,102,64,"reckon",2,776,1,"iso",1993,0.00590588843377808,"no",6.65544035036765,"youngword"
"215",215,102,65,"spirits",7,584,1,"youngreal",1993,0.0293244927827327,"no",6.37161184723186,"youngword"
"216",216,102,65,"spirits",7,584,1,"youngreal",1993,0.0293244927827327,"no",6.37161184723186,"youngword"
"217",217,102,66,"pencils",2,548,1,"iso",1993,0.0527430971316873,"no",6.30809844150953,"oldword"
"218",218,102,67,"dye",2,629,1,"iso",1993,0.0761617014806419,"no",6.44571981938558,"youngword"
"219",219,102,68,"hymns",7,1013,1,"youngreal",1993,0.0995803058295965,"no",6.92165818415113,"oldword"
"220",220,102,69,"guide",2,595,1,"iso",1993,0.122998910178551,"no",6.39024066706535,"youngword"
"221",221,102,70,"fireworks",4,805,1,"oldreal",1993,0.146417514527506,"no",6.69208374250663,"oldword"
"222",222,102,70,"video",7,626,0,"youngreal",1993,0.146417514527506,"no",6.44094654063292,"youngword"
"223",223,102,71,"physics",4,627,1,"oldreal",1993,0.16983611887646,"no",6.4425401664682,"youngword"
"224",224,102,71,"physics",4,627,1,"oldreal",1993,0.16983611887646,"no",6.4425401664682,"youngword"
"225",225,102,72,"expensive",2,568,1,"iso",1993,0.193254723225415,"no",6.34388043412633,"youngword"
"226",226,102,73,"whistle",2,544,1,"iso",1993,0.21667332757437,"no",6.30078579466324,"oldword"
"227",227,102,74,"spirits",2,497,1,"iso",1993,0.240091931923324,"no",6.21060007702465,"youngword"
"228",228,102,75,"fireworks",2,540,1,"iso",1993,0.263510536272279,"no",6.29341927884648,"oldword"
"229",229,102,76,"intellectual",4,565,0,"oldreal",1993,0.286929140621233,"no",6.33859407820318,"youngword"
"230",230,102,76,"beg",2,645,1,"iso",1993,0.286929140621233,"no",6.4707995037826,"oldword"
"231",231,102,78,"libraries",4,532,1,"oldreal",1993,0.333766349319143,"no",6.27852142416584,"oldword"
"232",232,102,79,"miners",2,719,1,"iso",1993,0.357184953668097,"no",6.5792512120101,"oldword"
"233",233,102,83,"hymns",4,610,1,"oldreal",1993,0.450859371063916,"no",6.4150969591716,"oldword"
"234",234,102,84,"permission",4,681,1,"oldreal",1993,0.47427797541287,"no",6.52502965784346,"oldword"
"235",235,102,85,"dye",7,654,1,"youngreal",1993,0.497696579761825,"no",6.48463523563525,"youngword"
"236",236,102,85,"spirits",4,556,1,"oldreal",1993,0.497696579761825,"no",6.32256523992728,"youngword"
"237",237,102,94,"lifestyle",7,717,1,"youngreal",1993,0.708464018902417,"no",6.57646956904822,"youngword"
"238",238,102,94,"lifestyle",4,570,1,"oldreal",1993,0.708464018902417,"no",6.34738920965601,"youngword"
"239",239,102,96,"survival",4,752,1,"oldreal",1993,0.755301227600326,"no",6.62406522779989,"youngword"
"240",240,102,98,"recite",4,853,1,"oldreal",1993,0.802138436298235,"no",6.74993119378857,"oldword"
"241",241,102,99,"fireworks",7,569,1,"youngreal",1993,0.82555704064719,"no",6.3456363608286,"oldword"
"242",242,102,100,"confectionery",7,553,1,"youngreal",1993,0.848975644996144,"no",6.31716468674728,"oldword"
"243",243,102,103,"video",4,848,1,"oldreal",1993,0.919231458043008,"no",6.74405918631135,"youngword"
"244",244,102,106,"dental",7,599,1,"youngreal",1993,0.989487271089872,"no",6.39692965521615,"oldword"
"245",245,102,109,"impressive",4,638,1,"oldreal",1993,1.05974308413674,"no",6.45990445437753,"youngword"
"246",246,102,110,"electricity",4,547,1,"oldreal",1993,1.08316168848569,"no",6.30627528694802,"oldword"
"247",247,102,112,"chemistry",7,660,1,"youngreal",1993,1.1299988971836,"no",6.49375383985169,"youngword"
"248",248,102,114,"lifting",7,613,1,"youngreal",1993,1.17683610588151,"no",6.41999492814714,"youngword"
"249",249,102,117,"dye",4,963,1,"oldreal",1993,1.24709191892837,"no",6.87109129461055,"youngword"
"250",250,102,118,"beg",4,783,0,"oldreal",1993,1.27051052327733,"no",6.66440902035041,"oldword"
"251",251,102,121,"whistle",7,619,1,"youngreal",1993,1.34076633632419,"no",6.42971947803914,"oldword"
"252",252,102,122,"reckon",7,562,1,"youngreal",1993,1.36418494067315,"no",6.33327962813969,"youngword"
"253",253,102,123,"bitten",7,458,1,"youngreal",1993,1.3876035450221,"no",6.12905021006055,"youngword"
"254",254,102,127,"seventh",7,641,1,"youngreal",1993,1.48127796241792,"no",6.46458830368996,"youngword"
"255",255,102,127,"silent",4,986,1,"oldreal",1993,1.48127796241792,"no",6.89467003943348,"oldword"
"256",256,102,129,"beg",7,656,1,"youngreal",1993,1.52811517111583,"no",6.48768401848461,"oldword"
"257",257,102,130,"survival",7,485,1,"youngreal",1993,1.55153377546478,"no",6.18620862390049,"youngword"
"258",258,102,134,"mittens",4,563,0,"oldreal",1993,1.6452081928606,"no",6.33505425149806,"oldword"
"259",259,102,135,"whistle",4,584,1,"oldreal",1993,1.66862679720956,"no",6.37161184723186,"oldword"
"260",260,102,137,"frighten",4,587,1,"oldreal",1993,1.71546400590746,"no",6.37672694789863,"oldword"
