"","Stimulus","X","Subject","Trial","Sex","Block","ACC","RT","RTlog","cTrial","condition","WordGender"
"302","agent",22403,20,13,"female","2",1,806,6.69208374250663,-1.29424875462868,"none","male"
"303","agent",14593,13,52,"female","2",1,655,6.48463523563525,-0.5696740491329,"none","male"
"304","agent",31474,27,140,"female","4",1,665,6.49978704065585,1.06526374788322,"male-real","male"
"305","agent",29851,26,62,"male","2",1,588,6.37672694789863,-0.383885663108342,"none","male"
"306","agent",6401,6,66,"female","2",1,636,6.45519856334012,-0.309570308698518,"none","male"
"307","agent",2313,2,184,"female","4",1,654,6.4831073514572,1.88273264639127,"female-real","male"
"308","agent",26201,23,43,"female","7",1,611,6.4150969591716,-0.736883596555003,"female-real","male"
"309","agent",11830,10,200,"female","4",1,815,6.70318811324086,2.17999406403057,"female-real","male"
"310","agent",17820,16,26,"female","2",1,535,6.28226674689601,-1.05272385279675,"none","male"
"311","agent",15779,14,60,"female","2",1,747,6.61606518513282,-0.421043340313253,"none","male"
"312","agent",2695,3,40,"female","4",0,928,6.8330317327862,-0.792620112362371,"male-real","male"
"313","agent",6772,6,119,"female","7",0,576,6.35610766069589,0.675108137231643,"male-real","male"
"314","agent",32322,28,84,"male","2",1,666,6.50128967054039,0.0248487861456874,"none","male"
"315","agent",30235,26,113,"male","7",0,591,6.3818160174061,0.563635105616908,"male-real","male"
"316","agent",13732,12,90,"female","4",1,1103,7.0057890192535,0.136321817760423,"male-real","male"
"317","agent",19154,17,46,"male","7",1,503,6.22059017009974,-0.681147080747636,"male-real","male"
"318","agent",1167,1,192,"female","4",0,477,6.16751649088834,2.03136335521092,"female-real","male"
"319","agent",21048,18,173,"female","7",1,870,6.76849321164863,1.67836542176426,"male-real","male"
"320","agent",15785,14,60,"female","7",1,556,6.32076829425058,-0.421043340313253,"male-real","male"
"321","agent",15786,14,60,"female","7",1,556,6.32076829425058,-0.421043340313253,"male-real","male"
"322","agent",16987,15,65,"female","2",1,801,6.68586094706836,-0.328149147300974,"none","male"
"323","agent",16988,15,65,"female","2",1,801,6.68586094706836,-0.328149147300974,"none","male"
"324","agent",25099,22,55,"female","7",1,532,6.27664348934164,-0.513937533325533,"male-real","male"
"325","agent",32324,28,84,"male","2",1,666,6.50128967054039,0.0248487861456874,"none","male"
"326","agent",16254,14,147,"female","4",1,725,6.58617165485467,1.19531561810041,"female-real","male"
"327","agent",31933,28,32,"male","4",1,1288,7.1608459066643,-0.941250821182018,"male-real","male"
"328","agent",22820,20,66,"female","4",1,865,6.76272950693188,-0.309570308698518,"male-real","male"
"329","agent",3410,3,160,"female","7",1,620,6.42971947803914,1.43684051993233,"female-real","male"
"330","agent",11874,11,8,"female","2",1,641,6.46302945692067,-1.38714294764096,"none","male"
"331","agent",10536,9,170,"male","4",1,613,6.41836493593621,1.62262890595689,"female-real","male"
"332","agent",11258,10,76,"female","2",0,823,6.71295620067707,-0.12378192267396,"none","male"
"333","agent",26531,23,83,"female","2",1,426,6.05443934626937,0.00626994754323157,"none","male"
"334","agent",2994,3,77,"female","2",1,854,6.74993119378857,-0.105203084071504,"none","male"
"335","agent",24693,22,8,"female","2",1,630,6.44571981938558,-1.38714294764096,"none","male"
"336","agent",25101,22,55,"female","7",1,532,6.27664348934164,-0.513937533325533,"male-real","male"
"337","agent",1554,2,49,"female","2",1,613,6.41836493593621,-0.625410564940268,"none","male"
"338","agent",5285,5,74,"female","4",1,585,6.37161184723186,-0.160939599878871,"female-real","male"
"339","agent",20375,18,55,"female","4",1,634,6.45204895443723,-0.513937533325533,"female-real","male"
"340","agent",17822,16,26,"female","2",1,535,6.28226674689601,-1.05272385279675,"none","male"
"341","agent",25111,22,56,"female","4",1,565,6.33682573114644,-0.495358694723077,"female-real","male"
"342","agent",19528,17,93,"male","2",1,487,6.18826412308259,0.19205833356779,"none","male"
"343","agent",28154,24,191,"female","7",0,790,6.67203294546107,2.01278451660847,"female-real","male"
"344","agent",13731,12,90,"female","4",1,1103,7.0057890192535,0.136321817760423,"male-real","male"
"345","agent",23635,21,23,"female","7",1,547,6.30444880242198,-1.10846036860412,"male-real","male"
"346","agent",19953,17,197,"male","4",1,483,6.18001665365257,2.1242575482232,"female-real","male"
"347","agent",4811,5,17,"female","7",1,642,6.46458830368996,-1.21993340021886,"male-real","male"
"348","agent",15787,14,60,"female","7",1,556,6.32076829425058,-0.421043340313253,"male-real","male"
"349","agent",17821,16,26,"female","2",1,535,6.28226674689601,-1.05272385279675,"none","male"
"350","agent",8856,8,74,"male","4",1,742,6.60934924316738,-0.160939599878871,"male-real","male"
"351","agent",30846,27,40,"female","2",1,824,6.71417052990947,-0.792620112362371,"none","male"
"352","agent",1553,2,49,"female","2",1,613,6.41836493593621,-0.625410564940268,"none","male"
"353","agent",16253,14,147,"female","4",1,725,6.58617165485467,1.19531561810041,"female-real","male"
"354","agent",20311,18,46,"female","2",1,473,6.15909538849193,-0.681147080747636,"none","male"
"355","agent",8854,8,74,"male","4",1,742,6.60934924316738,-0.160939599878871,"male-real","male"
"356","agent",13941,12,133,"female","7",1,799,6.68336094576627,0.935211877666025,"female-real","male"
"357","agent",19529,17,93,"male","2",1,487,6.18826412308259,0.19205833356779,"none","male"
"358","agent",19152,17,46,"male","7",1,503,6.22059017009974,-0.681147080747636,"male-real","male"
"359","agent",3725,4,29,"male","7",1,876,6.77536609093639,-0.996987336989386,"female-real","male"
"360","agent",3724,4,29,"male","7",1,876,6.77536609093639,-0.996987336989386,"female-real","male"
"361","agent",27483,24,59,"female","2",1,837,6.72982407048948,-0.439622178915709,"none","male"
"362","agent",30848,27,40,"female","2",1,824,6.71417052990947,-0.792620112362371,"none","male"
"363","agent",29121,25,129,"female","7",1,642,6.46458830368996,0.860896523256202,"male-real","male"
"364","agent",30847,27,40,"female","2",1,824,6.71417052990947,-0.792620112362371,"none","male"
"365","agent",20310,18,46,"female","2",1,473,6.15909538849193,-0.681147080747636,"none","male"
"366","agent",16986,15,65,"female","2",1,801,6.68586094706836,-0.328149147300974,"none","male"
"367","agent",9021,8,93,"male","7",1,542,6.29526600143965,0.19205833356779,"female-real","male"
"368","agent",18690,16,170,"female","4",1,979,6.88653164253051,1.62262890595689,"male-real","male"
"369","agent",31934,28,32,"male","4",1,1288,7.1608459066643,-0.941250821182018,"male-real","male"
"370","agent",28153,24,191,"female","7",0,790,6.67203294546107,2.01278451660847,"female-real","male"
"371","agent",1850,2,82,"female","7",1,757,6.62936325343745,-0.0123088910592243,"male-real","male"
"372","agent",1082,1,169,"female","7",1,347,5.84932477994686,1.60405006735444,"male-real","male"
"373","agent",23634,21,23,"female","7",1,547,6.30444880242198,-1.10846036860412,"male-real","male"
"374","agent",26532,23,83,"female","2",1,426,6.05443934626937,0.00626994754323157,"none","male"
"375","agent",24691,22,8,"female","2",1,630,6.44571981938558,-1.38714294764096,"none","male"
"376","agent",1081,1,169,"female","7",1,347,5.84932477994686,1.60405006735444,"male-real","male"
"377","agent",2993,3,77,"female","2",1,854,6.74993119378857,-0.105203084071504,"none","male"
"378","agent",14966,13,98,"female","7",1,759,6.63200177739563,0.28495252658007,"male-real","male"
"379","agent",2694,3,40,"female","4",0,928,6.8330317327862,-0.792620112362371,"male-real","male"
"380","agent",5067,5,49,"female","2",1,572,6.3491389913798,-0.625410564940268,"none","male"
"381","agent",19954,17,197,"male","4",1,483,6.18001665365257,2.1242575482232,"female-real","male"
"382","agent",4636,4,184,"male","4",1,597,6.3919171133926,1.88273264639127,"male-real","male"
"383","agent",8855,8,74,"male","4",1,742,6.60934924316738,-0.160939599878871,"male-real","male"
"384","agent",1849,2,82,"female","7",1,757,6.62936325343745,-0.0123088910592243,"male-real","male"
"385","agent",2696,3,40,"female","4",0,928,6.8330317327862,-0.792620112362371,"male-real","male"
"386","agent",9020,8,93,"male","7",1,542,6.29526600143965,0.19205833356779,"female-real","male"
"387","agent",21772,19,80,"female","2",1,693,6.5410299991899,-0.049466568264136,"none","male"
"388","agent",9019,8,93,"male","7",1,542,6.29526600143965,0.19205833356779,"female-real","male"
"389","agent",22821,20,66,"female","4",1,865,6.76272950693188,-0.309570308698518,"male-real","male"
"390","agent",21773,19,80,"female","2",1,693,6.5410299991899,-0.049466568264136,"none","male"
"391","agent",27481,24,59,"female","2",1,837,6.72982407048948,-0.439622178915709,"none","male"
"392","agent",24692,22,8,"female","2",1,630,6.44571981938558,-1.38714294764096,"none","male"
"393","agent",19153,17,46,"male","7",1,503,6.22059017009974,-0.681147080747636,"male-real","male"
"394","agent",22819,20,66,"female","4",1,865,6.76272950693188,-0.309570308698518,"male-real","male"
"395","agent",2992,3,77,"female","2",1,854,6.74993119378857,-0.105203084071504,"none","male"
"396","agent",21774,19,80,"female","2",1,693,6.5410299991899,-0.049466568264136,"none","male"
"397","agent",23633,21,23,"female","7",1,547,6.30444880242198,-1.10846036860412,"male-real","male"
"398","agent",11684,10,161,"female","7",0,666,6.50128967054039,1.45541935853479,"male-real","male"
"399","agent",31935,28,32,"male","4",1,1288,7.1608459066643,-0.941250821182018,"male-real","male"
"400","agent",27482,24,59,"female","2",1,837,6.72982407048948,-0.439622178915709,"none","male"
"401","apprenticeship",26620,23,93,"female","7",1,687,6.53233429222235,0.19205833356779,"female-real","male"
"402","apprenticeship",26621,23,93,"female","7",1,687,6.53233429222235,0.19205833356779,"female-real","male"
"403","apprenticeship",11361,10,90,"female","2",1,696,6.54534966033442,0.136321817760423,"none","male"
"404","apprenticeship",8004,7,134,"female","4",1,585,6.37161184723186,0.953790716268481,"male-real","male"
"405","apprenticeship",12816,11,153,"female","7",1,1101,7.00397413672268,1.30678864971514,"female-real","male"
"406","apprenticeship",21694,19,69,"female","7",1,504,6.22257626807137,-0.253833792891151,"female-real","male"
"407","apprenticeship",26622,23,93,"female","7",1,687,6.53233429222235,0.19205833356779,"female-real","male"
"408","apprenticeship",17912,16,37,"female","4",1,591,6.3818160174061,-0.848356628169739,"male-real","male"
"409","apprenticeship",5939,6,10,"female","2",1,738,6.60394382460047,-1.34998527043605,"none","male"
"410","apprenticeship",10710,10,12,"female","4",1,609,6.4118182677099,-1.31282759323114,"female-real","male"
"411","apprenticeship",23426,20,190,"female","7",1,1152,7.04925484125584,1.99420567800601,"female-real","male"
"412","apprenticeship",24758,22,16,"female","4",1,635,6.45362499889269,-1.23851223882131,"female-real","male"
"413","apprenticeship",10067,9,74,"male","2",1,548,6.30627528694802,-0.160939599878871,"none","male"
"414","apprenticeship",12815,11,153,"female","7",1,1101,7.00397413672268,1.30678864971514,"female-real","male"
"415","apprenticeship",29657,26,40,"male","2",1,556,6.32076829425058,-0.792620112362371,"none","male"
"416","apprenticeship",19255,17,59,"male","7",1,568,6.34212141872115,-0.439622178915709,"male-real","male"
"417","apprenticeship",23863,21,50,"female","2",1,941,6.84694313958538,-0.606831726337812,"none","male"
"418","apprenticeship",8447,8,24,"male","2",1,977,6.88448665204278,-1.08988153000166,"none","male"
"419","apprenticeship",20225,18,35,"female","2",1,510,6.23441072571837,-0.88551430537465,"none","male"
"420","apprenticeship",9406,8,184,"male","4",1,664,6.49828214947643,1.88273264639127,"male-real","male"
"421","apprenticeship",27431,24,52,"female","2",1,548,6.30627528694802,-0.5696740491329,"none","male"
"422","apprenticeship",15009,13,105,"female","4",1,706,6.55961523749324,0.415004396797261,"female-real","male"
"423","apprenticeship",26281,23,54,"female","2",1,524,6.26149168432104,-0.532516371927989,"none","male"
"424","apprenticeship",29893,26,66,"male","4",1,707,6.56103066589657,-0.309570308698518,"female-real","male"
"425","apprenticeship",15497,14,20,"female","2",1,1195,7.08590146436561,-1.16419688441149,"none","male"
"426","apprenticeship",18096,16,60,"female","2",0,507,6.22851100359118,-0.421043340313253,"none","male"
"427","apprenticeship",11362,10,90,"female","2",1,696,6.54534966033442,0.136321817760423,"none","male"
"428","apprenticeship",29656,26,40,"male","2",1,556,6.32076829425058,-0.792620112362371,"none","male"
"429","apprenticeship",28733,25,69,"female","2",1,787,6.6682282484174,-0.253833792891151,"none","male"
"430","apprenticeship",6742,6,112,"female","4",1,566,6.33859407820318,0.545056267014452,"female-real","male"
"431","apprenticeship",28326,25,19,"female","4",1,670,6.50727771238501,-1.18277572301394,"female-real","male"
"432","apprenticeship",31065,27,66,"female","4",1,920,6.82437367004309,-0.309570308698518,"male-real","male"
"433","apprenticeship",8446,8,24,"male","2",1,977,6.88448665204278,-1.08988153000166,"none","male"
"434","apprenticeship",31894,28,27,"male","2",1,771,6.64768837356333,-1.0341450141943,"none","male"
"435","apprenticeship",5762,5,167,"female","7",1,670,6.50727771238501,1.56689239014952,"male-real","male"
"436","apprenticeship",17911,16,37,"female","4",1,591,6.3818160174061,-0.848356628169739,"male-real","male"
"437","apprenticeship",21693,19,69,"female","7",1,504,6.22257626807137,-0.253833792891151,"female-real","male"
"438","apprenticeship",1993,2,101,"female","4",1,988,6.89568269774787,0.340689042387437,"female-real","male"
"439","apprenticeship",32814,28,200,"male","7",1,915,6.81892406527552,2.17999406403057,"female-real","male"
"440","apprenticeship",28327,25,19,"female","4",1,670,6.50727771238501,-1.18277572301394,"female-real","male"
"441","apprenticeship",26378,23,65,"female","4",1,524,6.26149168432104,-0.328149147300974,"male-real","male"
"442","apprenticeship",14302,13,17,"female","7",1,786,6.66695679242921,-1.21993340021886,"male-real","male"
"443","apprenticeship",23955,21,61,"female","7",1,856,6.75227037614174,-0.402464501710798,"male-real","male"
"444","apprenticeship",23862,21,50,"female","2",1,941,6.84694313958538,-0.606831726337812,"none","male"
"445","apprenticeship",19256,17,59,"male","7",1,568,6.34212141872115,-0.439622178915709,"male-real","male"
"446","apprenticeship",16084,14,102,"female","4",1,738,6.60394382460047,0.359267880989893,"female-real","male"
"447","apprenticeship",3886,4,48,"male","4",1,930,6.8351845861473,-0.643989403542724,"male-real","male"
"448","apprenticeship",10711,10,12,"female","4",1,609,6.4118182677099,-1.31282759323114,"female-real","male"
"449","apprenticeship",10712,10,12,"female","4",1,609,6.4118182677099,-1.31282759323114,"female-real","male"
"450","apprenticeship",3098,3,90,"female","2",1,939,6.84481547920826,0.136321817760423,"none","male"
"451","apprenticeship",13107,12,16,"female","2",1,950,6.85646198459459,-1.23851223882131,"none","male"
"452","apprenticeship",29655,26,40,"male","2",1,556,6.32076829425058,-0.792620112362371,"none","male"
"453","apprenticeship",20226,18,35,"female","2",1,510,6.23441072571837,-0.88551430537465,"none","male"
"454","apprenticeship",15498,14,20,"female","2",1,1195,7.08590146436561,-1.16419688441149,"none","male"
"455","apprenticeship",7710,7,82,"female","2",1,580,6.36302810354046,-0.0123088910592243,"none","male"
"456","apprenticeship",16808,15,45,"female","2",1,805,6.69084227741856,-0.699725919350092,"none","male"
"457","apprenticeship",23954,21,61,"female","7",1,856,6.75227037614174,-0.402464501710798,"male-real","male"
"458","apprenticeship",28731,25,69,"female","2",1,787,6.6682282484174,-0.253833792891151,"none","male"
"459","apprenticeship",25290,22,76,"female","2",1,642,6.46458830368996,-0.12378192267396,"none","male"
"460","apprenticeship",15008,13,105,"female","4",1,706,6.55961523749324,0.415004396797261,"female-real","male"
"461","apprenticeship",8056,7,148,"female","7",1,505,6.22455842927536,1.21389445670286,"female-real","male"
"462","apprenticeship",14571,13,48,"female","2",1,775,6.65286302935335,-0.643989403542724,"none","male"
"463","apprenticeship",5062,5,48,"female","2",0,509,6.23244801655052,-0.643989403542724,"none","male"
"464","apprenticeship",5061,5,48,"female","2",0,509,6.23244801655052,-0.643989403542724,"none","male"
"465","apprenticeship",6911,6,157,"female","7",0,540,6.29156913955832,1.38110400412497,"male-real","male"
"466","apprenticeship",21666,19,66,"female","4",1,457,6.12468339089421,-0.309570308698518,"male-real","male"
"467","apprenticeship",16806,15,45,"female","2",1,805,6.69084227741856,-0.699725919350092,"none","male"
"468","apprenticeship",16807,15,45,"female","2",1,805,6.69084227741856,-0.699725919350092,"none","male"
"469","apprenticeship",31400,27,120,"female","7",1,726,6.5875500148248,0.693686975834099,"female-real","male"
"470","apprenticeship",27879,24,114,"female","7",1,694,6.5424719605068,0.582213944219364,"female-real","male"
"471","apprenticeship",29894,26,66,"male","4",1,707,6.56103066589657,-0.309570308698518,"female-real","male"
"472","apprenticeship",16161,14,123,"female","7",1,776,6.65415252018322,0.749423491641466,"male-real","male"
"473","apprenticeship",1991,2,101,"female","4",1,988,6.89568269774787,0.340689042387437,"female-real","male"
"474","apprenticeship",16083,14,102,"female","4",1,738,6.60394382460047,0.359267880989893,"female-real","male"
"475","apprenticeship",23861,21,50,"female","2",1,941,6.84694313958538,-0.606831726337812,"none","male"
"476","apprenticeship",29940,26,72,"male","7",1,759,6.63200177739563,-0.198097277083783,"male-real","male"
"477","apprenticeship",27430,24,52,"female","2",1,548,6.30627528694802,-0.5696740491329,"none","male"
"478","apprenticeship",12120,11,42,"female","4",1,689,6.53524127101366,-0.755462435157459,"male-real","male"
"479","apprenticeship",7708,7,82,"female","2",1,580,6.36302810354046,-0.0123088910592243,"none","male"
"480","apprenticeship",20300,18,45,"female","4",1,786,6.66695679242921,-0.699725919350092,"female-real","male"
"481","apprenticeship",12121,11,42,"female","4",1,689,6.53524127101366,-0.755462435157459,"male-real","male"
"482","apprenticeship",11745,10,178,"female","7",1,620,6.42971947803914,1.77125961477654,"male-real","male"
"483","apprenticeship",11746,10,178,"female","7",1,620,6.42971947803914,1.77125961477654,"male-real","male"
"484","apprenticeship",28732,25,69,"female","2",1,787,6.6682282484174,-0.253833792891151,"none","male"
"485","apprenticeship",5119,5,55,"female","4",1,590,6.38012253689976,-0.513937533325533,"female-real","male"
"486","apprenticeship",23425,20,190,"female","7",1,1152,7.04925484125584,1.99420567800601,"female-real","male"
"487","apprenticeship",8055,7,148,"female","7",1,505,6.22455842927536,1.21389445670286,"female-real","male"
"488","apprenticeship",14570,13,48,"female","2",1,775,6.65286302935335,-0.643989403542724,"none","male"
"489","apprenticeship",11360,10,90,"female","2",1,696,6.54534966033442,0.136321817760423,"none","male"
